precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BRÎNZEI LIDIA-PARTIDUL NAȚIONAL LIBERAL-voturi","GOREA ANTON-NICOLAI-PARTIDUL SOCIAL DEMOCRAT-voturi","ONISEI PAVEL-CĂTĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
29,NEAMŢ,"CASA SOCIALĂ A PAROHIEI ZVORĂNEŞTI, FILIA LUNCA MOLDOVEI",342,PĂSTRĂVENI,123371,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:09:26",244,237,1,6,0,176,169,1,6,0,168,8,277,100,37,125,6
29,NEAMŢ,"ŞCOALA GIMNAZIALA, COMUNA PASTRAVENI",340,PĂSTRĂVENI,123371,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:32:36",715,715,0,0,0,394,394,0,0,0,381,13,751,357,31,333,17
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ COMUNA PĂSTRĂVENI",341,PĂSTRĂVENI,123371,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:04",673,673,0,0,0,358,358,0,0,0,342,16,844,486,52,277,13
29,NEAMŢ,"SCOALA GIMNAZIALA NR. 1 RADENI",343,PĂSTRĂVENI,123371,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:57",743,738,0,5,0,361,356,0,5,0,344,17,800,439,45,253,46
29,NEAMŢ,"SCOALA PRIMARA NR. 2 RADENI",344,PĂSTRĂVENI,123371,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:25:05",602,595,0,7,0,317,310,0,7,0,297,20,700,336,28,254,15
