precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRUŢA EUGEN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LUP VASILE-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BEICA GHEORGHE-GAVRILA-PARTIDUL SOCIAL DEMOCRAT-voturi","PAŞCU VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","TEGLAŞ CLAUDIU-IOAN-voturi"
13,CLUJ,"CAMIN CULTURAL BONT",445,"FIZEŞU GHERLII",57644,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:18",291,278,0,12,1,161,148,0,12,1,155,6,309,148,4,124,10,16,1
13,CLUJ,"CAMIN CULTURAL SACALAIA",447,"FIZEŞU GHERLII",57644,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:46:57",222,196,0,25,1,167,141,0,25,1,161,6,219,52,19,130,3,7,2
13,CLUJ,"SCOALA CU CLS.I-IV NICULA",446,"FIZEŞU GHERLII",57644,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:51:25",536,515,2,19,0,272,253,0,19,0,251,21,579,307,19,160,22,39,11
13,CLUJ,"SCOALA PRIMARA FIZESU GHERLII",444,"FIZEŞU GHERLII",57644,2,PART,PRCNCT,P,P_SV,"2024-06-10 15:44:52",1088,1077,0,9,2,556,545,0,9,2,516,40,1157,600,15,268,11,178,44
