precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ANDRIEŞ DUMITRU-voturi"
35,SUCEAVA,"SCOALA CU CLASELE I-IV COTU BAII",302,"FÂNTÂNA MARE",151488,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:15",760,758,0,2,0,383,381,0,2,0,356,27,850,467,195,61,35,28,37
35,SUCEAVA,"SCOALA CU CLASELE I-IV FANTANA MARE",301,"FÂNTÂNA MARE",151488,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:57:00",881,873,1,0,7,522,514,1,0,7,487,35,970,448,243,124,63,19,38
35,SUCEAVA,"SCOALA CU CLASELE I-IV PRAXIA",303,"FÂNTÂNA MARE",151488,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:34:02",129,123,0,6,0,63,57,0,6,0,62,1,135,72,22,31,6,1,2
35,SUCEAVA,"SCOALA CU CLASELE I-IV SPĂTĂREȘTI",304,"FÂNTÂNA MARE",151488,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:51:31",397,392,0,5,0,186,181,0,5,0,179,7,419,233,115,40,12,8,4
