precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
3,ARGEŞ,"CASA DE CULTURĂ COSTEŞTI",137,"ORAŞ COSTEŞTI",13668,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:41:16",1538,1533,0,0,5,922,917,0,0,5,896,26,1724,802,342,74,343,85,52
3,ARGEŞ,"LICEUL TEORETIC COSTEŞTI",138,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:37:49",1605,1585,6,7,7,950,930,6,7,7,903,27,1791,861,398,117,235,106,47
3,ARGEŞ,"PRIMĂRIA ORAŞULUI COSTEŞTI",136,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:15:31",1643,1632,0,11,0,1012,1001,0,11,0,975,26,1840,828,375,111,318,121,50
3,ARGEŞ,"ŞCOALA GENERALĂ BROŞTENI",141,"ORAŞ COSTEŞTI",13668,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:59",670,661,1,8,0,360,352,0,8,0,350,10,728,368,121,62,108,25,34
3,ARGEŞ,"ŞCOALA GENERALĂ PÎRVU ROŞU",142,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:06:09",478,470,0,8,0,287,279,0,8,0,282,5,516,229,75,38,134,16,19
3,ARGEŞ,"ŞCOALA GENERALĂ PODU BROŞTENI",143,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:05:35",535,517,0,18,0,263,245,0,18,0,254,9,568,305,91,25,61,13,64
3,ARGEŞ,"ŞCOALA GENERALĂ STÎRCI",144,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:23:53",191,181,0,10,0,107,97,0,10,0,102,5,198,91,45,6,34,13,4
3,ARGEŞ,"ŞCOALA GENERALĂ ZORILE",140,"ORAŞ COSTEŞTI",13668,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:48",814,802,0,12,0,476,464,0,12,0,469,7,880,404,213,63,104,72,17
3,ARGEŞ,"ŞCOALA TELEŞTI",139,"ORAŞ COSTEŞTI",13668,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:16:37",744,735,0,6,3,429,420,0,6,3,415,14,812,383,154,52,110,66,33
