precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANŢA PENTRU REFORMĂ ECHITATE SOCIALĂ EMANCIPARE ŞI LIBERTATE-voturi"
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.1",92,CHIRNOGI,101804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:02",1599,1583,0,11,5,764,748,0,11,5,673,91,1760,996,149,411,87,26
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",93,CHIRNOGI,101804,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 10:32:37",1422,1414,0,6,2,772,764,0,6,2,729,42,1567,796,206,442,76,5
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",94,CHIRNOGI,101804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:26",1553,1537,1,4,11,860,845,0,4,11,829,31,1725,865,197,551,72,9
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.3",95,CHIRNOGI,101804,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:58:43",1109,1091,1,12,5,606,589,0,12,5,535,71,1216,610,122,345,63,5
