precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL RĂDENI",629,ROŞCANI,100344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:30:43",593,587,0,4,2,396,390,0,4,2,386,10,600,204,194,22,170
24,IAŞI,"ȘCOALA PRIMARĂ ROȘCANI, NR. 1",630,ROŞCANI,100344,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:52:37",561,554,0,6,1,316,309,0,6,1,297,19,653,337,108,36,153
