precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
13,CLUJ,"CĂMIN CULTURAL CALNA",660,VAD,59942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:12:29",130,108,1,14,7,101,80,0,14,7,96,5,131,30,5,19,4,68
13,CLUJ,"CĂMIN CULTURAL CETAN",661,VAD,59942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:31",530,474,0,25,31,349,293,0,25,31,337,11,518,169,32,87,7,211
13,CLUJ,"CĂMIN CULTURAL VAD",657,VAD,59942,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:05:51",288,251,0,27,10,205,168,0,27,10,202,3,287,82,29,39,19,115
13,CLUJ,"CENTRU DE ZI PENTRU COPII",658,VAD,59942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:32:39",185,167,2,7,9,140,122,2,7,9,127,13,198,58,9,26,6,86
13,CLUJ,"GRĂDINIȚA BOGATA DE SUS",659,VAD,59942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:03:42",224,193,0,16,15,184,153,0,16,15,173,11,228,44,10,32,2,129
13,CLUJ,"ȘCOALA CURTUIUȘ",662,VAD,59942,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:47:36",155,134,0,15,6,114,93,0,15,6,112,2,149,35,6,39,2,65
13,CLUJ,"ȘCOALA VALEA GROȘILOR",663,VAD,59942,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:41:02",224,198,0,16,10,150,124,0,16,10,146,4,237,87,27,9,11,99
