precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PASTOR NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","OLARU ELENA-MAURA-PARTIDUL SOCIAL DEMOCRAT-voturi"
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”ANDREI ȘAGUNA” BARCANI",93,BARCANI,63633,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:53:10",980,971,0,0,9,688,679,0,0,9,680,8,1055,367,580,100
15,COVASNA,"ȘCOALA GIMNAZIALĂ ”ANDREI ȘAGUNA” BARCANI",94,BARCANI,63633,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:12:18",996,990,0,2,4,623,617,0,2,4,606,15,1086,465,555,51
15,COVASNA,"ŞCOALA GIMNAZIALĂ LĂDĂUŢI",95,BARCANI,63633,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:34:25",554,548,0,5,1,351,345,0,5,1,341,10,600,249,313,28
15,COVASNA,"ŞCOALA GIMNAZIALĂ SĂRĂMAŞ",96,BARCANI,63633,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:44:40",560,548,0,12,0,374,362,0,12,0,360,14,579,205,344,16
