precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PIRNECI DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","ERBAŞU GEORGIANA-BIANCA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CREŢU NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","NEAGOE NICOLAE-UNIUNEA SALVAȚI ROMÂNIA-voturi"
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ LĂUNELE DE JOS",212,DĂNICEI,169404,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:31",352,322,0,25,5,276,246,0,25,5,269,7,370,94,159,4,99,7
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ UDREŞTI",213,DĂNICEI,169404,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:32",756,749,0,6,1,499,492,0,6,1,475,24,830,331,224,19,176,56
40,VÂLCEA,"ȘCOALA PRIMARĂ CERETU",210,DĂNICEI,169404,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:10",297,287,0,8,2,221,211,0,8,2,210,11,333,112,132,1,72,5
40,VÂLCEA,"ŞCOALA PRIMARĂ DEALU SCHEIULUI",211,DĂNICEI,169404,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:07:36",161,146,0,13,2,161,146,0,13,2,152,9,220,59,68,0,73,11
