precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
32,"SATU MARE","GRĂDINIŢA BĂBEŞTI",207,HALMEU,137764,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:42:41",356,349,0,7,0,205,198,0,7,0,192,12,380,175,15,160,3,10,4,0,0
32,"SATU MARE","GRĂDINIŢA DABOLŢ",208,HALMEU,137764,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:49:10",345,330,2,10,3,182,168,1,10,3,168,14,370,188,9,139,9,8,1,1,1
32,"SATU MARE","GRĂDINIŢA MESTEACĂN",209,HALMEU,137764,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:23:51",377,367,1,8,1,143,134,0,8,1,132,11,406,263,28,20,3,26,7,48,0
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",206,HALMEU,137764,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:45",1361,1336,0,11,14,608,583,0,11,14,573,35,1500,892,126,228,6,150,40,7,16
32,"SATU MARE","ŞCOALA CU CLS.I-VIII HALMEU",205,HALMEU,137764,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:06:13",1659,1617,5,9,28,739,701,1,9,28,700,34,1843,1102,163,265,21,174,68,5,4
