precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GRUPUL DE ACŢIUNE LOCALĂ BERCENI-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
25,ILFOV,"GRADINITA CU PROGRAM PRELUNGIT NR.3",143,BERCENI,101145,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:18:00",1982,1857,4,109,12,1347,1226,0,109,12,1328,19,1889,542,555,440,40,255,17,21
25,ILFOV,"SCOALA GIMNAZIALA NR. 1",147,BERCENI,101145,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 16:32:32",2044,1889,0,120,35,1499,1344,0,120,35,1472,27,2079,580,753,391,54,228,20,26
25,ILFOV,"ŞCOALA GIMNAZIALA NR. 1",146,BERCENI,101145,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:50:42",2000,1805,6,169,20,1364,1175,0,169,20,1344,20,2000,636,645,337,37,269,20,36
25,ILFOV,"SCOALA PRIMARA NR. 2",144,BERCENI,101145,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 11:52:57",1874,1711,0,140,23,1197,1034,0,140,23,1177,20,1900,703,540,192,46,337,28,34
25,ILFOV,"SCOALA PRIMARA NR. 2",145,BERCENI,101145,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:05:28",1900,1714,2,150,34,1506,1322,0,150,34,1483,22,1900,394,782,440,42,208,4,7
