precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VOIN IONUŢ-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TRIFAN NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","MARCUŢI VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","OPREA NICOLAE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"GRĂDINIŢA PN UTVIN",559,"SÂNMIHAIU ROMÂN",158699,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:27:48",1374,1349,5,13,7,726,706,0,13,7,699,27,1500,774,197,221,194,87
37,TIMIŞ,"PRIMĂRIA SÂNMIHAIU ROMÂN",556,"SÂNMIHAIU ROMÂN",158699,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:46",1878,1861,3,10,4,987,973,0,10,4,962,25,2004,1017,117,145,555,145
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ SÂNMIHAIU ROMÂN",557,"SÂNMIHAIU ROMÂN",158699,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:10:03",1882,1870,1,7,4,1081,1069,1,7,4,1066,15,2000,919,66,160,646,194
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ UTVIN",560,"SÂNMIHAIU ROMÂN",158699,2,PART,PRCNCT,P,P_SV,"2024-06-18 12:30:35",1633,1610,2,10,11,924,903,0,10,11,896,26,1847,923,201,333,279,83
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂNMIHAIU GERMAN",558,"SÂNMIHAIU ROMÂN",158699,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:28",909,899,3,5,2,406,398,1,5,2,387,19,1000,594,40,59,240,48
