precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIŢA CU PROGRAM NORMAL CĂPĂŢÂNEŞTI",271,MĂRĂCINENI,47373,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:13:31",1633,1626,0,7,0,870,863,0,7,0,840,30,1790,920,89,691,60
10,BUZĂU,"GRĂDINIȚA CU PROGRAM NORMAL CĂPĂȚÂNEȘTI",270,MĂRĂCINENI,47373,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:49:39",1549,1540,4,3,2,827,822,0,3,2,804,23,1710,883,81,636,87
10,BUZĂU,"SCOALA GENERALA MARACINENI",268,MĂRĂCINENI,47373,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:05",1470,1467,0,3,0,809,806,0,3,0,773,34,1610,803,73,607,93
10,BUZĂU,"ŞCOALA GENERALĂ MĂRĂCINENI",269,MĂRĂCINENI,47373,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:13:54",1265,1261,0,4,0,616,612,0,4,0,588,28,1380,764,96,440,52
10,BUZĂU,"ŞCOALA GENERALĂ POTOCENI",272,MĂRĂCINENI,47373,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:22:18",1830,1823,1,3,3,988,982,0,3,3,967,21,2010,1022,154,720,93
