precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KARÁCSONY KÁROLY-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BEDENI",374,GĂLEŞTI,116867,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:06:06",112,101,1,2,8,53,43,0,2,8,51,2,120,67,51
28,MUREŞ,"CĂMINUL CULTURAL SÂNVĂSII",376,GĂLEŞTI,116867,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:14:06",259,246,0,4,9,122,109,0,4,9,115,7,280,158,115
28,MUREŞ,"ȘCOALA GIMNAZIALĂ „SZENTIVÁNI MIHÁLY”",372,GĂLEŞTI,116867,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:52",740,724,2,3,11,258,244,0,3,11,231,27,805,547,231
28,MUREŞ,"ŞCOALA GIMNAZIALĂ TROIŢA",377,GĂLEŞTI,116867,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:07:22",547,523,1,0,23,238,215,0,0,23,217,21,610,372,217
28,MUREŞ,"ŞCOALA PRIMARĂ ADRIANU MARE",373,GĂLEŞTI,116867,1,PROV,PRCNCT,P,P_SV,"2024-06-10 00:45:07",104,88,2,5,9,63,49,0,5,9,59,4,120,57,59
28,MUREŞ,"ŞCOALA PRIMARĂ MAIAD",375,GĂLEŞTI,116867,1,PART,PRCNCT,P,P_SV,"2024-06-09 23:57:37",217,211,0,3,3,87,81,0,3,3,75,12,217,130,75
