precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"URSARU IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SMERIA VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","BLAGA VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","POPESCU DUMITRU-MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"CAMIN CULTURAL VALEA URSULUI",473,"VALEA URSULUI",124885,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:01:26",746,739,1,5,1,389,383,0,5,1,371,18,800,411,25,313,20,13
29,NEAMŢ,"SCOALA BUCIUM , COMUNA VALEA URSULUI",474,"VALEA URSULUI",124885,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:52",573,569,0,3,1,264,260,0,3,1,246,18,600,336,29,196,14,7
29,NEAMŢ,"SCOALA CHILII , COMUNA VALEA URSULUI",475,"VALEA URSULUI",124885,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:22:34",919,912,0,3,4,465,458,0,3,4,442,23,1000,535,7,399,23,13
29,NEAMŢ,"SCOALA GIURGENI , COMUNA VALEA URSULUI",476,"VALEA URSULUI",124885,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:56:48",482,477,0,2,3,223,218,0,2,3,210,13,500,277,6,112,53,39
29,NEAMŢ,"SCOALA MUNCEL , COMUNA VALEA URSULUI",477,"VALEA URSULUI",124885,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:11:18",318,317,0,1,0,167,166,0,1,0,164,3,400,233,6,128,27,3
