precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DARAGUS ATTILA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CĂMINUL CULTURAL TURIA",193,TURIA,64871,2,PART,PRCNCT,P,P_SV,"2024-06-14 13:14:31",1002,966,1,1,34,474,439,0,1,34,459,15,1061,587,459
15,COVASNA,"ŞCOALA PRIMARĂ ”JÓKAI MÓR” TURIA",194,TURIA,64871,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:52",668,630,0,3,35,348,310,0,3,35,337,11,700,352,337
15,COVASNA,"ŞCOALA PRIMARĂ NR.3 TURIA",195,TURIA,64871,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:53",1172,1147,0,0,25,535,510,0,0,25,510,25,1300,765,510
15,COVASNA,"ŞCOALA PRIMARĂ ”REMÉNYIK SÁNDOR” ALUNGENI",196,TURIA,64871,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:14:27",250,226,4,0,20,146,126,0,0,20,145,1,300,154,145
