precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRÎŞMARIU IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BARNA MARINEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MORARU IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CORLADE IRINA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
29,NEAMŢ,"GRĂDINIŢĂ - (CĂTUNĂ)",188,BODEŞTI,121607,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:55",496,484,2,5,5,259,249,0,5,5,245,14,572,313,34,178,15,18
29,NEAMŢ,ŞCOALA,191,BODEŞTI,121607,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:34",768,757,1,3,7,400,389,1,3,7,383,17,800,400,35,204,125,19
29,NEAMŢ,ŞCOALA,190,BODEŞTI,121607,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:13",125,107,0,7,11,93,75,0,7,11,90,3,172,79,3,83,3,1
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",187,BODEŞTI,121607,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:43",830,816,2,2,10,420,408,0,2,10,410,10,876,456,62,296,33,19
29,NEAMŢ,"ŞCOALA CU CLASELE I-IV",186,BODEŞTI,121607,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:50:36",873,854,1,5,13,435,417,0,5,13,420,15,984,549,63,287,39,31
29,NEAMŢ,"ŞCOALA CU CLASELE I-VIII",189,BODEŞTI,121607,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:23:17",735,721,1,6,7,364,351,0,6,7,340,24,764,400,15,282,33,10
