precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA DE COPII",173,CIOCĂNEŞTI,101840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:29:19",378,377,0,1,0,287,286,0,1,0,276,11,410,123,208,55,13
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I - VIII CIOCĂNEȘTI",172,CIOCĂNEŞTI,101840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:36:58",945,938,0,7,0,669,662,0,7,0,646,23,1030,361,413,207,26
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII CIOCĂNEȘTI",171,CIOCĂNEŞTI,101840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:44:45",783,771,2,10,0,552,542,0,10,0,530,22,850,298,316,185,29
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII URZICEANCA",174,CIOCĂNEŞTI,101840,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:05:26",1144,1130,0,10,4,870,856,0,10,4,852,18,1240,370,628,203,21
16,DÂMBOVIŢA,"ȘCOALA CU CLASELE I-VIII VIZUREȘTI",175,CIOCĂNEŞTI,101840,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:35:43",905,900,1,4,0,583,578,1,4,0,560,23,990,407,428,127,5
