precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BĂIȚA",273,BĂIŢA,88092,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:17",1018,990,11,8,9,603,584,2,8,9,591,12,1104,501,41,185,345,20
22,HUNEDOARA,"CĂMINUL CULTURAL CĂINELU DE SUS",274,BĂIŢA,88092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:55",330,319,1,2,8,239,229,0,2,8,232,7,360,121,12,47,165,8
22,HUNEDOARA,"CĂMINUL CULTURAL FIZEŞ",275,BĂIŢA,88092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:24:36",251,243,1,4,3,177,170,0,4,3,173,4,270,93,13,21,91,48
22,HUNEDOARA,"CĂMINUL CULTURAL HĂRŢĂGANI",276,BĂIŢA,88092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:09:33",633,614,10,1,8,344,335,0,1,8,333,11,670,326,24,140,153,16
22,HUNEDOARA,"CĂMINUL CULTURAL LUNCA",277,BĂIŢA,88092,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:26",250,235,0,11,4,176,161,0,11,4,170,6,270,94,30,36,97,7
22,HUNEDOARA,"CĂMINUL CULTURAL ORMINDEA",278,BĂIŢA,88092,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:17:50",459,443,4,4,8,281,269,1,4,7,280,1,500,219,16,115,115,34
