precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA ALBEȘTI-REDIU",360,BRĂEŞTI,96058,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:30",590,554,1,15,20,346,311,0,15,20,330,16,600,254,10,15,294,11
24,IAŞI,"LICEUL TEHNOLOGIC BRAESTI",357,BRĂEŞTI,96058,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:43:22",942,870,0,27,45,564,492,0,27,45,542,22,1000,436,5,12,493,32
24,IAŞI,"SCOALA CU CLASELE I-IV",358,BRĂEŞTI,96058,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:52:44",212,203,0,7,2,112,103,0,7,2,106,6,212,100,1,7,88,10
24,IAŞI,"ŞCOALA GENERALĂ CRISTEŞTI",359,BRĂEŞTI,96058,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:02:17",822,780,0,15,27,455,413,0,15,27,441,14,800,345,8,28,342,63
