precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POSTELNICU DARIUS-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","KABA GABOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","TOTH GABOR-FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","VASILIU NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PETRUŢ ADRIAN-PARTIDUL VERDE-voturi","IGNEA MIHAIL-RAUL-PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"CASA DE CULTURĂ",281,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:02:39",1265,1248,1,14,2,465,449,0,14,2,449,16,1400,935,214,64,29,83,31,28
37,TIMIŞ,"CASA DE CULTURĂ",280,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:25:33",1567,1542,9,5,11,586,570,0,5,11,572,14,1700,1114,270,88,24,104,51,35
37,TIMIŞ,"GRADINITA CU PROGRAM NORMAL CLARII VII",282,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:13:53",227,216,0,11,0,96,85,0,11,0,93,3,400,304,50,9,1,25,1,7
37,TIMIŞ,"INCUBATORUL DE AFACERI JIMBOLIA",279,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:23",1457,1443,0,12,2,572,558,0,12,2,553,19,1600,1028,244,100,33,88,68,20
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",276,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:08:53",1398,1388,0,6,4,490,480,0,6,4,478,12,1500,1010,197,71,28,83,69,30
37,TIMIŞ,"LICEUL TEHNOLOGIC JIMBOLIA",275,"ORAŞ JIMBOLIA",155494,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:50:32",1708,1682,9,12,5,596,576,3,12,5,585,11,1800,1204,257,57,36,147,56,32
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",277,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:07:01",1649,1634,5,7,3,606,596,0,7,3,581,25,1800,1194,264,84,36,123,53,21
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ JIMBOLIA",278,"ORAŞ JIMBOLIA",155494,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:38:12",1694,1674,1,12,7,687,667,1,12,7,660,27,1800,1113,277,132,45,121,47,38
