precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA ELECTORALĂ PSD PNL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
32,"SATU MARE","CASA DE CULTURĂ",115,"ORAŞ TĂŞNAD",136642,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:51:31",1719,1689,0,12,18,952,922,0,12,18,887,65,1850,898,517,370
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL BLAJA",116,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:09",182,171,0,10,1,119,108,0,10,1,114,5,190,71,99,15
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL CIG",117,"ORAŞ TĂŞNAD",136642,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:49:39",347,308,0,14,25,219,180,0,14,25,202,17,350,131,189,13
32,"SATU MARE","GRĂDINIŢA CU PROGRAM NORMAL VALEA MORII",119,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:35:43",158,148,0,9,1,91,81,0,9,1,84,7,160,69,76,8
32,"SATU MARE","ŞCOALA GIMNAZIALĂ SĂRĂUAD",118,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:56:26",858,840,0,7,11,541,523,0,7,11,499,42,880,339,394,105
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",114,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:15",1534,1496,0,16,22,916,878,0,16,22,887,29,1600,684,513,374
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",112,"ORAŞ TĂŞNAD",136642,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:49:47",1178,1153,0,9,16,679,654,0,9,16,648,31,1350,671,348,300
32,"SATU MARE","ŞCOALA GIMNAZIALĂ TĂŞNAD",113,"ORAŞ TĂŞNAD",136642,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:52",1440,1423,1,10,6,715,698,1,10,6,693,22,1600,885,410,283
