precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
28,MUREŞ,"CAMINUL CULTURAL URISIU DE SUS",311,"CHIHERU DE JOS",116126,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:35",339,325,0,10,4,253,239,0,10,4,241,12,350,97,8,72,147,3,4,7
28,MUREŞ,"ŞCOALA PRIMARĂ CHIHERU DE SUS",309,"CHIHERU DE JOS",116126,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:43",334,312,0,12,10,210,188,0,12,10,198,12,333,123,9,64,88,13,10,14
28,MUREŞ,"ŞCOALA PRIMARĂ URISIU DE JOS",310,"CHIHERU DE JOS",116126,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:56:48",271,262,0,6,3,195,186,0,6,3,191,4,286,91,22,76,86,2,3,2
28,MUREŞ,"SEDIUL PRIMĂRIEI COMUNEI CHIHERU DE JOS",308,"CHIHERU DE JOS",116126,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:20:29",365,333,1,22,9,260,228,1,22,9,245,15,380,120,28,88,38,21,47,23
