precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IVĂNESCU LUCIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","MILOŞ ADRIANA-VIORELA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BOGULEAN SORIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","POP DANIEL-ION-PARTIDUL SOCIAL DEMOCRAT-voturi","BORLOZAN LĂZĂRESCU IOSIF-VALENTIN-PARTIDUL ROMÂNIA PUTERNICĂ-voturi","SOBOLU GHEORGHE-ALEODOR-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SIMULESCU BOGDAN-GABRIEL-FORȚA DREPTEI-voturi"
37,TIMIŞ,"BIBLIOTECA COMUNALĂ ORȚIȘOARA",498,ORŢIŞOARA,158010,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:10",977,956,4,12,5,581,563,1,12,5,566,15,1100,519,213,11,40,164,1,106,31
37,TIMIŞ,"CĂMINUL CULTURAL SECEANI",501,ORŢIŞOARA,158010,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:40:09",503,493,2,8,0,286,278,0,8,0,275,11,525,239,136,14,24,50,2,34,15
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂLACEA",499,ORŢIŞOARA,158010,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:35:32",645,613,6,14,12,407,380,1,14,12,392,15,700,293,210,15,2,120,1,39,5
37,TIMIŞ,"ŞCOALA PRIMARĂ CORNEŞTI",500,ORŢIŞOARA,158010,2,PART,PRCNCT,P,P_SV,"2024-06-15 13:43:05",600,576,5,13,6,373,352,2,13,6,356,17,700,327,147,12,23,86,16,65,7
37,TIMIŞ,"ȘCOALA PRIMARĂ ORȚIȘOARA",497,ORŢIŞOARA,158010,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:03",1167,1156,3,4,4,639,631,0,4,4,615,24,1200,561,195,19,36,223,2,89,51
