precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"VASILUŢĂ SORIN-MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CEANĂ ANA-PARTIDUL SOCIAL DEMOCRAT-voturi","BECHERU IONUŢ-ANDREI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
17,DOLJ,"CĂMINUL CULTURAL MELINEŞTI",405,MELINEŞTI,73102,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:00",950,896,0,35,19,618,564,0,35,19,604,14,958,340,277,312,15
17,DOLJ,"ŞCOALA GENERALĂ BODĂIEŞTII DE SUS",407,MELINEŞTI,73102,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:06:08",243,231,0,8,4,170,158,0,8,4,164,6,300,130,82,73,9
17,DOLJ,"ŞCOALA GENERALĂ NEGOIEŞTI",408,MELINEŞTI,73102,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:55:07",1150,1104,1,28,17,784,739,0,28,17,751,33,1200,416,285,420,46
17,DOLJ,"ŞCOALA GENERALĂ SPINENI",409,MELINEŞTI,73102,3,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:19",265,252,0,11,2,198,185,0,11,2,191,7,300,102,80,104,7
17,DOLJ,"SEDIUL FOSTEI ŞCOLI GENERALE BODAIESTI",406,MELINEŞTI,73102,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:44:53",552,525,1,15,11,361,334,1,15,11,345,16,600,239,141,191,13
