precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CĂRĂUŞU MARIA-PARTIDUL SOCIAL DEMOCRAT-voturi","BALAN LENUŢA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ONISII TOMIŢĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","ILAŞCU FLORENTINA-TATIANA-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"CASA DE CULTURĂ LITENI",165,"ORAŞ LITENI",149227,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:24:53",1732,1716,2,9,5,794,779,1,9,5,780,14,1920,1126,68,58,631,23
35,SUCEAVA,"CORPUL A LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",167,"ORAŞ LITENI",149227,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:49",984,976,0,6,2,446,438,0,6,2,437,9,1082,636,26,35,349,27
35,SUCEAVA,"CORPUL III LICEUL TEHNOLOGIC IORGU VÂRNAV LITEANU LITENI",166,"ORAŞ LITENI",149227,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:58:19",1313,1299,0,9,5,637,623,0,9,5,625,12,1445,808,57,50,502,16
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ CORNI",168,"ORAŞ LITENI",149227,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:13",605,599,0,6,0,283,277,0,6,0,275,8,660,377,39,35,188,13
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ NR. 1 ROTUNDA",170,"ORAŞ LITENI",149227,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:36",1141,1133,0,6,2,523,515,0,6,2,505,18,1250,727,64,19,413,9
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ ROŞCANI",169,"ORAŞ LITENI",149227,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:01:38",1017,1009,1,7,0,452,445,0,7,0,441,11,1116,664,69,55,300,17
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ SILIŞTEA",172,"ORAŞ LITENI",149227,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:18",640,629,1,9,1,236,226,0,9,1,226,10,694,458,17,14,188,7
35,SUCEAVA,"ŞCOALA PRIMARĂ NR. 2 ROTUNDA",171,"ORAŞ LITENI",149227,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:52",753,747,0,6,0,323,317,0,6,0,310,13,826,503,50,7,251,2
