precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RUSU DANIEL-CEZAR-PARTIDUL NAȚIONAL LIBERAL-voturi"
19,GIURGIU,"CENTRUL DE ASISTENŢĂ DUPĂ PROGRAMUL ŞCOLAR, DĂRĂŞTI-VLAŞCA",66,ADUNAŢII-COPĂCENI,100781,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:04:06",1606,1589,0,16,1,867,850,0,16,1,850,17,1746,879,850
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 VARLAAM",68,ADUNAŢII-COPĂCENI,100781,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:47",478,465,0,13,0,236,223,0,13,0,221,15,512,276,221
19,GIURGIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4 MOGOŞEŞTI",67,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:23:43",375,366,0,9,0,220,211,0,9,0,207,13,401,181,207
19,GIURGIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",65,ADUNAŢII-COPĂCENI,100781,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:34:22",1157,1124,0,29,4,609,576,0,29,4,590,19,1231,622,590
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR. 1 ADUNAŢII COPĂCENI",64,ADUNAŢII-COPĂCENI,100781,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:10",1528,1510,0,15,3,742,724,0,15,3,742,0,1661,916,742
