precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COANDĂ LUCIAN-LAURENŢIU-PARTIDUL NAȚIONAL LIBERAL-voturi","ALBEI MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi"
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV CORZU",114,BÂCLEŞ,110571,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:38",339,263,0,27,49,270,194,0,27,49,267,3,360,90,250,17
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV PETRA",115,BÂCLEŞ,110571,3,PART,PRCNCT,P,P_SV,"2024-06-12 19:33:35",168,123,0,14,31,104,59,0,14,31,104,0,134,29,100,4
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV PODU GROSULUI",116,BÂCLEŞ,110571,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:35:10",146,125,0,10,11,109,88,0,10,11,109,0,145,36,104,5
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-IV SMADOVIŢA",117,BÂCLEŞ,110571,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:23:45",397,307,0,37,53,267,178,0,37,52,262,5,330,63,255,7
27,MEHEDINŢI,"ȘCOALA GENERALĂ I-VIII BÎCLEȘ",113,BÂCLEŞ,110571,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:53",470,366,1,24,79,354,250,1,24,79,347,7,501,147,327,20
