precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","STERIE IOAN-ALEXANDRU-PARTIDUL NAȚIONAL LIBERAL-voturi","VASILE ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CONSTANTIN IULIANO-VICTOR-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","GRIGORE STELIAN-AUREL-ALIANȚA PMP - FORȚA DREPTEI-voturi","ŞANDRU NICOLETA-FELICIA-PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi","FLOREA POMPILIUS-voturi"
31,PRAHOVA,"CĂMINUL CULTURAL ”GEO BOGZA”, SAT PLOIEȘTIORI, NR. 174 B",336,BLEJOI,130678,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:44:13",2214,2165,34,15,0,985,970,0,15,0,955,30,2400,1402,454,137,56,10,141,124,33
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL BLEJOI, SAT BLEJOI, NR. 511",334,BLEJOI,130678,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:35",1613,1595,4,12,2,935,921,0,12,2,920,15,1800,865,359,358,56,16,103,21,7
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL PLOIEȘTIORI, SAT PLOIEȘTIORI, NR. 537",335,BLEJOI,130678,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:01:53",1190,1173,4,13,0,673,660,0,13,0,660,13,1300,627,325,99,48,4,81,93,10
31,PRAHOVA,"GRĂDINIȚA CU PROGRAM NORMAL ȚÎNȚĂRENI, SAT ȚÎNȚĂRENI, NR. 232 E",337,BLEJOI,130678,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:39:08",1459,1451,2,5,1,723,717,0,5,1,705,18,1565,842,380,89,55,8,95,62,16
31,PRAHOVA,"ȘCOALA GIMNAZIALĂ ”RADU TUDORAN” BLEJOI, SAT BLEJOI, NR. 510",333,BLEJOI,130678,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:01:54",1652,1629,1,13,9,963,941,0,13,9,941,22,1800,837,453,197,94,35,110,43,9
