precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL VERDE-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","TOMOIAGĂ ŞTEFAN-voturi"
26,MARAMUREŞ,"GOSPODĂRIE INDIVIDUALĂ",345,MOISEI,108348,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:32:52",1213,1191,1,6,15,695,674,0,6,15,662,33,1300,605,172,81,40,243,21,26,3,39,17,13,7
26,MARAMUREŞ,GRĂDINIȚA,343,MOISEI,108348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:31",1073,1059,0,5,9,620,606,0,5,9,599,21,1200,580,203,28,25,254,23,9,0,11,15,18,13
26,MARAMUREŞ,PRIMĂRIA,342,MOISEI,108348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:37:06",1711,1687,2,11,11,982,960,0,11,11,954,28,1753,771,253,73,21,344,90,33,5,70,25,37,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",346,MOISEI,108348,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:50:12",1369,1351,2,10,6,707,691,0,10,6,676,31,1600,893,204,62,49,231,12,7,4,29,64,5,9
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „DRAGOȘ VODĂ”",347,MOISEI,108348,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:02:05",972,952,6,14,0,488,474,0,14,0,465,23,1000,512,149,30,33,152,9,7,14,15,43,10,3
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ „IOAN HOREA”",344,MOISEI,108348,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 13:19:29",1611,1599,0,3,9,884,872,0,3,9,851,33,1800,916,309,57,19,245,58,60,2,27,24,49,1
