precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CONDU VALENTIN-LAURENŢIU-ALIANȚA ELECTORALĂ PSD PNL-voturi","FLEICAN LEONARD-FLORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COJANU ŞTEFAN-AURELIAN-ALIANȚA DREAPTA UNITĂ USR - FORȚA DREPTEI-voturi","ZMARANDA FLORIN-PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","IVAN FLORIN-BRĂDUŢ-PARTIDUL VERDE-voturi","MIHALEA ILIUŢĂ-PARTIDUL MIȘCAREA POPULARĂ-voturi","CONDU ŞTEFAN-voturi"
25,ILFOV,"GRĂDINIȚA NR. 2 FUNDENI",214,DOBROEŞTI,179310,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:43:09",1189,1168,4,15,2,613,596,0,15,2,599,14,1293,680,357,20,54,16,85,45,22
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",210,DOBROEŞTI,179310,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:50:12",1637,1589,24,22,2,886,861,1,22,2,868,18,1750,864,499,25,100,7,50,142,45
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",209,DOBROEŞTI,179310,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:48:25",1894,1854,15,25,0,898,873,0,25,0,887,11,2000,1102,422,94,151,10,50,90,70
25,ILFOV,"ŞCOALA GIMNAZIALĂ NR. 1",208,DOBROEŞTI,179310,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:01:38",1626,1593,2,28,3,907,876,0,28,3,907,0,1750,795,504,0,94,7,59,150,93
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",211,DOBROEŞTI,179310,1,PART,PRCNCT,P,P_SV,"2024-06-10 19:12:03",1798,1752,8,38,0,786,748,0,38,0,758,28,1943,1157,257,68,203,9,100,56,65
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",213,DOBROEŞTI,179310,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:16:47",1944,1895,23,26,0,611,585,0,26,0,603,8,2100,1489,145,93,213,3,35,47,67
25,ILFOV,"SCOALA GIMNAZIALA NR. 2 CAMPUS SCOLAR DOBROESTI",212,DOBROEŞTI,179310,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:46:40",1667,1641,11,15,0,730,715,0,15,0,719,11,1801,1071,278,60,244,6,46,44,41
