precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","TIMIŞ IOAN-voturi"
35,SUCEAVA,"CĂMINUL CULTURAL BOTUȘ",332,"FUNDU MOLDOVEI",148765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:18",969,955,2,10,2,542,530,0,10,2,524,18,1115,573,364,51,38,41,30
35,SUCEAVA,"ŞCOALA GIMNAZIALĂ”DIMITRIE GUSTI”",331,"FUNDU MOLDOVEI",148765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:43",1523,1494,4,12,13,955,927,3,12,13,917,38,1600,645,431,174,67,100,145
35,SUCEAVA,"ȘCOALA GIMNAZIALĂ ”TRAIAN POPOVICI” COLACU",333,"FUNDU MOLDOVEI",148765,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:47",805,796,1,8,0,495,486,1,8,0,481,14,900,405,278,68,59,44,32
