precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MUREŞAN GHEORGHE-DAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUZGĂU CLAUDIU-ALEXANDRU-UNIUNEA SALVAȚI ROMÂNIA-voturi","ŢÎRLEA NICOLAE-SORIN-PARTIDUL SOCIAL DEMOCRAT-voturi","BÁNTÓ ROLLAND-GELLÉRT-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","MORAR VASILE-CĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi"
33,SĂLAJ,"CAMINUL CULTURAL CRISTUR-CRISENI",132,CRIŞENI,140823,2,PART,PRCNCT,P,P_SV,"2024-06-13 12:58:48",437,418,0,7,12,293,274,0,7,12,290,3,500,207,3,3,22,158,104
33,SĂLAJ,"ȘCOALA GIMNAZIALĂ ” VASILE BREBAN ”” CRIȘENI",131,CRIŞENI,140823,4,PART,PRCNCT,P,P_SV,"2024-06-13 12:53:21",1672,1610,4,36,22,1210,1152,0,36,22,1195,15,1735,525,18,40,465,30,642
33,SĂLAJ,"ȘCOALA PRIMARĂ GÎRCEIU",133,CRIŞENI,140823,2,PART,PRCNCT,P,P_SV,"2024-06-13 13:03:20",700,663,3,14,20,459,425,0,14,20,451,8,770,311,13,3,161,35,239
