precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BOTESCU DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","BADEA NELU-VALENTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ILCUŞ IONEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"ȘCOALA GENERALĂ POENI",246,POENI,153696,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:52:11",1153,1109,0,33,11,822,778,0,33,11,812,10,1214,392,450,202,160
36,TELEORMAN,"ȘCOALA GENERALĂ PREAJBA",248,POENI,153696,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:32:23",325,310,0,11,4,263,248,0,11,4,254,9,340,77,65,21,168
36,TELEORMAN,"ȘCOALA GENERALĂ VĂTAȘI",249,POENI,153696,2,PART,PRCNCT,P,P_SV,"2024-06-12 05:33:15",435,412,0,16,7,332,309,0,16,7,319,13,451,119,43,21,255
36,TELEORMAN,"ȘCOALA PRIMARĂ CĂTUNU",247,POENI,153696,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:16",333,316,0,8,9,252,235,0,8,9,247,5,350,98,120,26,101
