precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
21,HARGHITA,"CĂMIN CULTURAL ȘOIMUȘU MARE",229,SĂCEL,85467,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:24:45",266,258,0,8,0,142,134,0,8,0,125,17,280,138,125,0
21,HARGHITA,"CĂMIN CULTURAL ȘOIMUȘU MIC",230,SĂCEL,85467,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:44:00",329,322,0,7,0,205,198,0,7,0,188,10,300,102,179,9
21,HARGHITA,"CĂMIN CULTURAL VIDACUT",231,SĂCEL,85467,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:24:11",234,232,0,2,0,70,68,0,2,0,63,7,200,130,35,28
21,HARGHITA,"PRIMĂRIA COMUNEI SĂCEL",228,SĂCEL,85467,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:21:15",88,87,0,1,0,46,45,0,1,0,39,7,200,154,13,26
