precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","CIOCOIU NICOLAI-CĂTĂLIN-voturi"
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ TEREMIA MARE",576,"TEREMIA MARE",158859,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:37",1126,1117,2,4,3,509,501,1,4,3,488,21,1200,691,87,275,31,32,63
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ TEREMIA MARE",577,"TEREMIA MARE",158859,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:26",1169,1165,1,1,2,547,544,0,1,2,505,42,1200,653,101,291,38,18,57
37,TIMIŞ,"ȘCOALA PRIMARĂ NERĂU",578,"TEREMIA MARE",158859,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:46:40",920,915,1,4,0,440,435,1,4,0,407,33,1067,627,81,229,47,11,39
37,TIMIŞ,"ŞCOALA PRIMARA TEREMIA MICĂ",579,"TEREMIA MARE",158859,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:52:58",568,568,0,0,0,274,274,0,0,0,258,16,700,426,61,146,29,6,16
