precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
32,"SATU MARE","CASĂ DE LOCUIT MICULA NOUA",236,MICULA,138164,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:51:30",621,600,0,2,19,305,284,0,2,19,293,12,800,495,21,117,37,18,77,23
32,"SATU MARE","CENTRU CULTURAL TURISTIC",234,MICULA,138164,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:26:10",1189,1165,0,0,24,681,657,0,0,24,654,27,1212,531,449,95,17,48,38,7
32,"SATU MARE","GRADINITA NR. II MICULA",235,MICULA,138164,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 13:25:17",1503,1481,0,2,20,729,707,0,2,20,670,57,1600,873,244,127,94,176,27,2
