precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL PRO ROMÂNIA-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
18,GALAŢI,"SCOALA GENERALA IJDILENI",304,FRUMUŞIŢA,76317,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 15:12:28",755,742,0,6,7,367,354,0,6,7,340,16,850,483,3,3,136,4,16,8,15,155
18,GALAŢI,"ŞCOALA GENERALA NR.1 FRUMUŞIŢA (ŞCOALA DIN CENTRU)",302,FRUMUŞIŢA,76317,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:17:25",1771,1733,2,4,32,886,850,0,4,32,815,71,1900,1014,15,34,398,155,24,4,19,166
18,GALAŢI,"SCOALA GENERALĂ NR.2 PETRU RAREŞ",303,FRUMUŞIŢA,76317,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:02:15",820,805,0,4,11,438,423,0,4,11,413,25,970,532,4,9,207,39,13,5,27,109
18,GALAŢI,"SCOALA GENERALA TĂMĂOANI",305,FRUMUŞIŢA,76317,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 15:16:15",976,958,0,4,14,518,500,0,4,14,498,20,1021,503,4,7,236,44,13,5,12,177
