precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CORDEA IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","RAICA VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","GOŞESCU PETRU-NICOLAE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV BRĂDEȘTI",354,RÂMEŢ,6627,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:10:46",111,84,0,23,4,83,56,0,23,4,81,2,111,28,15,66,0
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA INZELULUI",355,RÂMEŢ,6627,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:34:09",109,69,0,35,5,91,51,0,35,5,90,1,111,20,20,70,0
1,ALBA,"FOSTA ŞCOALĂ CU CLASELE I-IV VALEA MĂNĂSTIRII",356,RÂMEŢ,6627,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:28:54",149,129,1,8,11,117,97,1,8,11,115,2,145,28,25,87,3
1,ALBA,"PRIMĂRIA COMUNEI RÎMEŢ",353,RÂMEŢ,6627,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:59:47",214,166,1,43,4,180,132,1,43,4,175,5,220,40,92,66,17
