precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BÎC EMIL-MOISE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞTEFĂNIE RAREŞ-CĂTĂLIN-PARTIDUL SOCIAL DEMOCRAT-voturi","HAŢEGAN COSMIN-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PIPA DANIEL-AUREL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL BERIU",281,BERIU,88261,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:57:59",612,600,0,8,4,369,357,0,8,4,356,13,700,331,161,149,30,16
22,HUNEDOARA,"CĂMINUL CULTURAL SERECA",285,BERIU,88261,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:42:35",243,232,0,9,2,167,156,0,9,2,165,2,250,83,61,96,6,2
22,HUNEDOARA,"ȘCOALA GENERALĂ CĂSTĂU",282,BERIU,88261,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:48:30",1158,1139,0,10,9,676,657,0,10,9,651,25,1250,574,429,142,32,48
22,HUNEDOARA,"ȘCOALA PRIMARĂ CUCUIȘ",283,BERIU,88261,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:20",117,108,0,7,2,72,63,0,7,2,69,3,120,48,53,7,4,5
22,HUNEDOARA,"ȘCOALA PRIMARĂ ORĂȘTIOARA DE JOS",284,BERIU,88261,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:24",300,290,0,4,6,181,171,0,4,6,176,5,320,139,103,45,20,8
22,HUNEDOARA,"ȘCOALA PRIMARĂ SIBIȘEL",286,BERIU,88261,3,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:19",608,592,0,6,10,370,354,0,6,10,364,6,634,264,219,33,24,88
