precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ORĂVICEAN NICOLAE-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","LAZĂR SEBASTIAN-COSMIN-PARTIDUL NAȚIONAL LIBERAL-voturi","MARTINIŢĂ IONEL-SORIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MARIŞESCU OVIDIU-PETRU-PARTIDUL MIȘCAREA POPULARĂ-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL MILCOVENI",168,BERLIŞTE,51387,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:35:14",215,194,0,14,7,138,117,0,14,7,136,2,213,75,82,15,20,19
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ BERLIŞTE",166,BERLIŞTE,51387,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:40",299,285,0,11,3,175,161,0,11,3,168,7,305,130,128,14,7,19
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ IAM",167,BERLIŞTE,51387,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:09:45",283,272,0,10,1,181,170,0,10,1,174,7,297,116,71,80,21,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ RUSOVA-NOUĂ",169,BERLIŞTE,51387,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:07:27",169,163,0,5,1,111,105,0,5,1,107,4,171,60,72,14,15,6
