precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CERIŞER NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞINCOVICI COSMIN-LUCIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","VIŞAN ALIN-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL DĂBÂCA",489,TOPLIŢA,91535,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:43",147,101,0,43,3,122,77,0,43,2,115,7,136,14,64,17,34
22,HUNEDOARA,"CĂMINUL CULTURAL DEALU MIC",490,TOPLIŢA,91535,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:41:14",51,35,0,16,0,39,23,0,16,0,39,0,52,13,12,1,26
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA",488,TOPLIŢA,91535,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:16:14",206,149,0,54,3,162,105,0,54,3,162,0,178,16,105,5,52
22,HUNEDOARA,"CĂMINUL CULTURAL VĂLARI",492,TOPLIŢA,91535,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:25:41",51,25,0,24,2,48,22,0,24,2,48,0,52,4,18,2,28
22,HUNEDOARA,"ȘCOALA PRIMARĂ HĂȘDĂU",491,TOPLIŢA,91535,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:54:13",329,279,0,45,5,284,234,0,45,5,277,7,336,52,96,15,166
