precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ROMÂNIA ÎN ACȚIUNE-voturi"
31,PRAHOVA,"CĂMIN CULTURAL",329,BERCENI,130614,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:54:57",1204,1200,0,3,1,649,645,0,3,1,630,19,1300,651,96,69,391,11,54,9
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MARE PARTER,COM.BERCENI,SAT MOARA NOUA,STR.SCOLII,NR.106 C",330,BERCENI,130614,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:51:36",938,934,0,4,0,516,512,0,4,0,477,39,1000,484,22,79,259,73,41,3
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL-SALA MICA PARTER,COM.BERCENI,SAT BERCENI,STR.GRADINITEI NR. 358 A",326,BERCENI,130614,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:48",730,727,0,3,0,411,408,0,3,0,397,14,800,389,27,67,234,36,30,3
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL,SALA MICA PARTER,COM.BERCENI,SAT CATUNU.STR.DEMOCRATIEI,NR.148 A",328,BERCENI,130614,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:36",528,522,1,5,0,308,303,0,5,0,296,12,600,292,26,63,169,15,20,3
31,PRAHOVA,"SCOALA GIMNAZIALA BERCENI,SALA DE SPORT PARTER",325,BERCENI,130614,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:24:09",1343,1333,0,10,0,798,788,0,10,0,778,20,1500,702,49,87,509,52,72,9
31,PRAHOVA,"SEDIU ADMINISTRATIV",327,BERCENI,130614,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:05:49",387,380,0,7,0,207,200,0,7,0,202,5,400,193,36,27,124,1,14,0
