precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"COCÎRLĂ MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","JUGLAN CĂTĂLIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","CREŢU DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","PONCU FLORIN-PARTIDUL PRO ROMÂNIA-voturi"
24,IAŞI,"CĂMIN CULTURAL VICTORIA",764,VICTORIA,100004,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:37:04",387,373,1,8,5,210,196,1,8,5,199,11,400,190,51,12,134,2
24,IAŞI,"CĂMIN CULTURAL VICTORIA",763,VICTORIA,100004,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:39",1370,1338,2,15,15,710,680,0,15,15,681,29,1350,640,191,27,421,42
24,IAŞI,"ŞCOALA FRĂSULENI",765,VICTORIA,100004,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:18:01",324,313,0,6,5,186,175,0,6,5,178,8,400,214,87,1,87,3
24,IAŞI,"ŞCOALA FRĂSULENI",766,VICTORIA,100004,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:06:27",256,245,0,9,2,128,117,0,9,2,120,8,300,172,53,0,65,2
24,IAŞI,"ŞCOALA ICUŞENI",767,VICTORIA,100004,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:54:38",408,393,0,8,7,205,190,0,8,7,198,7,419,214,46,3,147,2
24,IAŞI,"ŞCOALA ICUȘENI",768,VICTORIA,100004,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:28:11",422,406,0,10,6,240,224,0,10,6,233,7,500,260,95,3,124,11
24,IAŞI,"ŞCOALA STÂNCA",769,VICTORIA,100004,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:31",457,441,0,6,10,233,217,0,6,10,215,18,500,267,61,4,146,4
