precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STĂNESCU GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ION ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUICAN ILIE-MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","RADU DORU-PARTIDUL NAȚIONAL LIBERAL-voturi"
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ MARIN BRANIŞTE",479,SUSENI,19007,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:31",857,845,2,3,7,492,482,0,3,7,481,11,950,458,17,75,52,337
3,ARGEŞ,"ŞCOALA PRIMARĂ GHEOGHE TOMA",481,SUSENI,19007,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:12",1110,1094,0,7,9,583,567,0,7,9,567,16,1100,517,29,70,85,383
3,ARGEŞ,"ŞCOALA PRIMARĂ IOAN RIZESCU",480,SUSENI,19007,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:31:10",583,572,4,2,5,360,352,1,2,5,352,8,650,290,12,107,41,192
