precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
5,BIHOR,"CĂMINUL CULTURAL CHIȘLAZ",329,CHIŞLAZ,28530,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:35:00",454,399,0,45,10,312,257,0,45,10,306,6,438,126,5,5,217,57,22
5,BIHOR,"CĂMINUL CULTURAL MIȘCA",331,CHIŞLAZ,28530,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:56",802,765,0,14,23,626,589,0,14,23,613,13,834,208,583,0,21,8,1
5,BIHOR,"CĂMINUL CULTURAL SÂNLAZĂR",334,CHIŞLAZ,28530,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:41:36",346,325,0,13,8,229,208,0,13,8,214,15,355,126,10,9,156,28,11
5,BIHOR,CONTAINER,330,CHIŞLAZ,28530,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:55",537,472,0,57,8,403,338,0,57,8,393,10,527,124,4,21,347,19,2
5,BIHOR,"FOSTA ŞCOALA PRIMARĂ DIN SĂRSIG",333,CHIŞLAZ,28530,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:54:42",245,215,0,26,4,161,131,0,26,4,153,8,240,79,5,3,122,5,18
5,BIHOR,"ȘCOALA POCLUȘA DE BARCĂU",332,CHIŞLAZ,28530,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:15:58",318,300,1,6,11,199,182,0,6,11,195,4,344,145,80,1,101,5,8
