precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","PĂŞTINA-GHERGU VIOREL-voturi","NAGY ISTVÁN-CSONGOR-voturi","VINCZI CSABA-voturi","BENKŐ JÁNOS-voturi"
15,COVASNA,"CĂMINUL CULTURAL BAŢANII MICI",99,BĂŢANI,63802,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:28",436,436,0,0,0,234,234,0,0,0,204,30,500,266,113,9,5,25,3,49
15,COVASNA,"CLĂDIRE PRIMARIEI CĂMINUL CULTURAL BAŢANII MARI",97,BĂŢANI,63802,2,PART,PRCNCT,CL,CL_SV,"2024-06-14 11:50:01",1653,1635,3,3,12,885,870,0,3,12,809,76,1841,956,458,40,67,192,33,19
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN AITA SEACĂ",98,BĂŢANI,63802,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:58:13",566,551,0,7,8,289,274,0,7,8,249,40,600,311,142,27,15,59,6,0
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN SATUL HERCULIAN",100,BĂŢANI,63802,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:33:01",932,923,0,0,9,456,447,0,0,9,356,100,1000,544,214,43,19,72,3,5
