precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"CAMINUL CULTURAL PISCU VECHI",438,"PISCU VECHI",73665,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:12:28",937,882,0,12,43,579,524,0,12,43,559,20,1000,421,511,48
17,DOLJ,"SCOALA GIMNAZIALA PISCU VECHI",439,"PISCU VECHI",73665,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:54:44",945,898,0,8,39,559,512,0,8,39,542,17,1000,441,498,44
17,DOLJ,"SCOALA PISCULET",440,"PISCU VECHI",73665,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:50:43",245,223,0,11,11,164,142,0,11,11,161,3,300,136,158,3
