precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CĂLĂUZ IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POP FLAVIU-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","DANCIU IOAN-MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",237,BĂSEŞTI,107190,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:25:15",498,441,0,38,19,355,298,0,38,19,347,8,500,145,189,105,53
26,MARAMUREŞ,"CĂMINUL CULTURAL",240,BĂSEŞTI,107190,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:03:32",223,212,0,7,4,142,131,0,7,4,129,13,236,94,95,12,22
26,MARAMUREŞ,"CĂMINUL CULTURAL",239,BĂSEŞTI,107190,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:27",88,63,0,20,5,71,46,0,20,5,70,1,100,29,49,14,7
26,MARAMUREŞ,"CĂMINUL CULTURAL",238,BĂSEŞTI,107190,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:16:16",329,285,0,22,22,242,198,0,22,22,233,9,327,84,150,47,36
