precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA CROAȚILOR DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ CLOCOTICI",270,LUPAC,53167,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:16:30",439,408,2,25,4,408,378,1,25,4,396,12,750,342,48,73,34,36,0,155,50
11,CARAŞ-SEVERIN,"ŞCOALA GIMNAZIALĂ LUPAC",269,LUPAC,53167,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:42:01",737,709,0,23,5,459,431,0,23,5,429,30,787,328,291,28,54,10,36,4,6
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ RAFNIC",271,LUPAC,53167,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:57:33",459,453,0,4,2,236,230,0,4,2,211,23,497,263,149,18,26,3,6,7,2
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARĂ VODNIC",272,LUPAC,53167,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:56",344,336,2,6,0,159,152,1,6,0,151,8,373,214,76,25,21,2,13,9,5
