precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ASAFTEI IOAN-IULIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BORDEA GHEORGHE-CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CROITORIU CRISTIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BUHUŞANU BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ALMAŞANU MIHAI-PARTIDUL PROGRESIST-voturi"
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 2",368,PODOLENI,123674,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:12",1218,1211,0,5,2,595,588,0,5,2,579,16,1300,705,5,14,210,344,6
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",371,PODOLENI,123674,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:04:29",851,838,0,7,6,443,430,0,7,6,437,6,900,457,4,11,142,276,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU PODOLEANU”",369,PODOLENI,123674,3,PART,PRCNCT,P,P_SV,"2024-06-10 10:26:41",996,975,1,6,14,526,506,0,6,14,495,31,1100,574,3,16,181,284,11
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU PODOLEANU”",370,PODOLENI,123674,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:39",1135,1125,0,3,7,584,574,0,3,7,572,12,1200,616,7,11,169,376,9
29,NEAMŢ,"ŞCOALA PRIMARĂ NEGRITEŞTI",372,PODOLENI,123674,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:59:15",286,277,0,8,1,154,145,0,8,1,145,9,300,146,1,4,49,89,2
