precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BALOGH TIBOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"BIROUL INFOTURISM",183,SÂNZIENI,64826,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:59",1196,1120,1,6,69,693,618,0,6,69,666,27,1228,535,666
15,COVASNA,"CĂMINUL CULTURAL PETRICENI",186,SÂNZIENI,64826,4,PART,PRCNCT,P,P_SV,"2024-06-10 06:29:06",694,665,0,2,27,329,300,0,2,27,318,11,800,471,318
15,COVASNA,"CASA COMUNITARĂ - PARTER",185,SÂNZIENI,64826,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:12:37",214,210,0,0,4,125,121,0,0,4,120,5,300,175,120
15,COVASNA,"CLUBUL CĂMINULUI CULTURAL SÂNZIENI",184,SÂNZIENI,64826,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:47:42",990,957,0,0,33,543,510,0,0,33,521,22,1100,557,521
15,COVASNA,"GRĂDINIȚA DE COPII (PARTER)",187,SÂNZIENI,64826,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:12",479,464,1,0,14,237,222,1,0,14,223,14,500,263,223
