precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRISTEA DORU-GEORGEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPOIU VICTOR-MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","MANOLACHI COSTEL-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞTEFAN CONSTANTIN-ANDREI-ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","COJOCARU CONSTANTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
18,GALAŢI,"GRADINITA COPII",433,VÂNĂTORI,75150,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:38:20",1794,1767,9,18,0,902,883,1,18,0,888,14,1941,1037,30,131,489,53,185
18,GALAŢI,"SCOALA GIMNAZIALA MARIA GRECU ODAIA MANOLACHE",434,VÂNĂTORI,75150,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:41:46",1714,1708,1,4,1,876,871,0,4,1,861,15,1868,899,16,82,668,8,87
18,GALAŢI,"SCOALA SFINTUL NICOLAE",431,VÂNĂTORI,75150,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:21:10",1353,1344,2,6,1,719,712,0,6,1,713,6,1469,749,21,93,517,18,64
18,GALAŢI,"SCOALA SFINTUL NICOLAE",432,VÂNĂTORI,75150,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:50:12",1287,1277,1,9,0,725,716,0,9,0,708,17,1401,676,23,79,536,18,52
