precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
15,COVASNA,"CĂMINUL CULTURAL ESTELNIC",141,ESTELNIC,65154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:47",714,687,2,4,21,401,375,1,4,21,381,20,690,289,381
15,COVASNA,"CĂMINUL CULTURAL VALEA SCURTĂ",142,ESTELNIC,65154,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:38",225,211,0,3,11,142,128,0,3,11,138,4,300,158,138
