precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
2,ARAD,"CLĂDIRE „BUCURIA COPIILOR”",145,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:23:58",1112,1074,2,14,22,589,553,0,14,22,569,20,1180,591,32,373,156,8
2,ARAD,"GRĂDINIŢA PN PÂNCOTA",148,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:08:03",1369,1344,1,13,11,678,654,0,13,11,632,46,1492,814,62,482,84,4
2,ARAD,"LICEUL TEORETIC PÂNCOTA",147,"ORAŞ PÂNCOTA",9654,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:56:30",1402,1377,5,9,11,647,627,0,9,11,628,19,1530,883,54,415,147,12
2,ARAD,"LICEUL TEORETIC PÂNCOTA",146,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:08:22",1354,1320,6,10,18,696,667,1,10,18,675,21,1460,764,66,439,164,6
2,ARAD,"ŞCOALA GIMNAZIALĂ MĂDERAT",149,"ORAŞ PÂNCOTA",9654,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:04:01",1306,1278,1,16,11,612,585,0,16,11,594,18,1410,798,59,412,116,7
