precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOSCOCIL VICTOR-PARTIDUL NAȚIONAL LIBERAL-voturi","POSPIŞIL TIBERIU-IOSIF-PARTIDUL SOCIAL DEMOCRAT-voturi","TÂRTEA CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
27,MEHEDINŢI,"FOSTA PRIMĂRIE EIBENTHAL",165,DUBOVA,112904,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:08",350,252,0,82,16,262,164,0,82,16,258,4,293,31,98,159,1
27,MEHEDINŢI,"FOSTA ŞCOALĂ BAIA NOUĂ",164,DUBOVA,112904,2,PART,PRCNCT,P,P_SV,"2024-06-10 21:25:45",173,146,0,25,2,143,116,0,25,2,139,4,162,19,117,21,1
27,MEHEDINŢI,"PRIMĂRIA DUBOVA",163,DUBOVA,112904,1,PART,PRCNCT,P,P_SV,"2024-06-10 14:51:25",517,427,0,68,22,393,303,0,68,22,386,7,468,75,199,175,12
