precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ARGINTARU IONUŢ-MĂDĂLIN-PARTIDUL NAȚIONAL LIBERAL-voturi","NICULAE PETRONEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRAGOMIR NICULAE-PARTIDUL SOCIAL DEMOCRAT-voturi","VLAD BOGDAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL ALMĂLĂU",508,OSTROV,62538,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:14",639,628,1,10,0,349,339,0,10,0,342,6,693,345,142,55,129,16
14,CONSTANŢA,"CAMIN CULTURAL BUGEAC",509,OSTROV,62538,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:09:53",150,142,0,8,0,85,77,0,8,0,80,5,156,71,19,14,41,6
14,CONSTANŢA,"CĂMIN CULTURAL ESECHIOI",510,OSTROV,62538,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:42:02",196,184,0,12,0,113,101,0,12,0,109,4,204,91,18,9,78,4
14,CONSTANŢA,"CĂMIN CULTURAL GALIȚA",511,OSTROV,62538,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:03:06",598,591,0,7,0,279,272,0,7,0,274,5,652,373,134,27,107,6
14,CONSTANŢA,"CĂMIN CULTURAL GÎRLIȚA",512,OSTROV,62538,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:10:47",222,216,0,6,0,149,143,0,6,0,145,4,238,89,31,6,95,13
14,CONSTANŢA,"CĂMIN CULTURAL OSTROV",507,OSTROV,62538,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:48:41",1132,1128,0,2,2,667,663,0,2,2,608,24,1239,607,228,75,234,71
14,CONSTANŢA,"CĂMIN CULTURAL OSTROV",506,OSTROV,62538,5,PART,PRCNCT,P,P_SV,"2024-06-10 07:55:49",847,842,1,3,1,482,478,0,3,1,458,16,930,456,185,47,182,44
