precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMIUC PETRICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","AILINCĂI VIOREL-PARTIDUL NAȚIONAL LIBERAL-voturi"
39,VASLUI,"ŞCOALA GIMNAZIALA ”GH.CIOATĂ” TODIREŞTI",493,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:04:17",717,717,0,0,0,368,368,0,0,0,361,7,800,432,246,115
39,VASLUI,"ȘCOALA PRIMARĂ COTIC",494,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:54:46",242,238,0,4,0,114,110,0,4,0,108,6,240,126,80,28
39,VASLUI,"ŞCOALA PRIMARA SAT DRĂGEŞTI",495,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:07:50",312,308,0,4,0,155,151,0,4,0,149,6,320,165,133,16
39,VASLUI,"ŞCOALA PRIMARA SAT HUC",496,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:30",465,465,0,0,0,245,245,0,0,0,239,6,500,255,225,14
39,VASLUI,"ŞCOALA PRIMARA SAT PLOPOASA",497,TODIREŞTI,166413,3,PART,PRCNCT,P,P_SV,"2024-06-10 07:26:33",205,198,0,7,0,120,113,0,7,0,116,4,200,80,103,13
39,VASLUI,"ŞCOALA PRIMARA SAT SILIŞTEA",498,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:25:16",303,298,0,4,1,159,155,0,3,1,151,8,331,172,132,19
39,VASLUI,"ŞCOALA PRIMARA SAT SOFRONEŞTI",499,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:53:30",127,121,0,5,1,63,57,0,5,1,59,4,132,69,28,31
39,VASLUI,"ŞCOALA PRIMARA SAT VALEA -POPII",500,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:11:56",84,81,0,3,0,47,44,0,3,0,45,2,100,53,38,7
39,VASLUI,"ŞCOALA PRIMARA SAT VIIŞOARA",501,TODIREŞTI,166413,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:03:31",103,95,0,8,0,67,59,0,8,0,66,1,100,33,44,22
