precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OPRIŞ DUMITRU-CRISTIAN-FORȚA DREPTEI-voturi","POP NADIA-MARIA-PARTIDUL VERTICALA NOUĂ-voturi","CÎMPEAN CORNELIA-PARTIDUL PATRIOȚILOR-voturi","ROPAN MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PONDE ELENA-SIMONA-PARTIDUL ECOLOGIST ROMÂN-voturi","IVAN DAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FILIP MARIANA-FLORENTINA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","IVAŞCO ALINA-PARTIDUL S.O.S. ROMÂNIA-voturi","PINTÉR ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ŞTEŢCO GABRIEL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ZETEA GABRIEL-VALER-PARTIDUL SOCIAL DEMOCRAT-voturi","MORARIU CĂLIN-TEODOR-PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „OCTAVIAN GOGA”",60,"MUNICIPIUL BAIA MARE",106318,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:00",1148,1104,11,11,22,539,507,1,11,20,523,16,1300,761,30,13,63,1,3,8,64,1,8,127,89,114,2
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ REGINA ELISABETA",234,BĂIUŢ,107154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:21",1175,1155,0,3,17,631,611,0,3,17,608,23,1300,669,27,4,2,1,2,17,45,4,5,122,137,239,3
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",81,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:02:02",1924,1919,2,3,0,749,745,1,3,0,732,17,2106,1357,53,22,100,1,7,23,95,6,21,27,152,217,8
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „SIMION BĂRNUȚIU”",82,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:07:27",1939,1927,4,8,0,881,873,0,8,0,857,24,2100,1219,44,20,111,3,5,19,119,10,18,58,212,224,14
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",426,"VADU IZEI",106648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:39",1042,1021,0,5,16,586,565,0,5,16,568,18,1100,514,89,1,4,1,1,8,9,2,12,1,211,228,1
26,MARAMUREŞ,"ȘCOALA GIMNAZIALĂ VADU IZEI",427,"VADU IZEI",106648,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:07:42",1018,997,0,9,12,557,536,0,9,12,548,9,1100,543,77,1,4,0,3,3,5,4,4,2,176,267,2
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",75,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:32:19",1440,1425,8,7,0,544,537,0,7,0,529,15,1600,1056,39,19,63,2,4,19,63,4,11,53,117,130,5
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",74,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:37:33",1316,1302,0,13,1,499,485,0,13,1,480,19,1500,1001,33,12,76,2,5,9,82,6,17,18,85,125,10
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",73,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 22:59:52",1464,1452,4,8,0,518,510,0,8,0,504,14,1882,1364,37,16,87,3,6,17,83,2,22,9,82,136,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",76,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:31:08",1204,1197,0,7,0,423,416,0,7,0,409,14,1300,877,44,13,52,2,6,10,42,4,9,26,66,131,4
26,MARAMUREŞ,"ŞCOALA GIMNAZIALĂ „VASILE ALECSANDRI”",72,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:02:59",1394,1388,2,4,0,547,543,0,4,0,536,11,1500,953,54,9,98,2,8,15,54,1,14,51,101,125,4
26,MARAMUREŞ,"ŞCOALA GÎRLEA",139,"ORAŞ BORŞA",106746,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:54:46",1095,1082,0,5,8,514,501,0,5,8,490,24,1200,686,70,3,0,5,2,2,3,4,20,1,181,199,0
26,MARAMUREŞ,"ŞCOALA MAGHIARĂ",161,"ORAŞ SEINI",108963,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:10:48",1317,1290,2,12,13,654,629,0,12,13,632,22,1288,634,21,6,12,1,2,9,23,1,11,60,99,386,1
26,MARAMUREŞ,"ȘCOALA „NĂNEȘTI”",244,BÂRSANA,107314,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:24:47",543,531,1,5,6,316,304,1,5,6,311,5,595,279,11,0,0,1,0,0,8,0,5,2,68,216,0
26,MARAMUREŞ,"ȘCOALA NEJNI CRAI",360,"POIENILE DE SUB MUNTE",108473,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:37:13",1143,1133,0,10,0,551,541,0,10,0,496,55,1200,649,39,2,0,0,8,1,36,4,34,4,103,265,0
26,MARAMUREŞ,"ŞCOALA NOUĂ",310,DUMBRĂVIŢA,108035,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:30",927,902,2,0,23,614,591,0,0,23,602,12,1000,386,33,3,5,1,1,4,26,2,2,0,431,90,4
26,MARAMUREŞ,"ŞCOALA NR. 1",131,"ORAŞ BORŞA",106746,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:58:31",1386,1380,0,6,0,580,574,0,6,0,555,25,1600,1020,47,23,2,7,3,2,23,14,17,2,214,200,1
26,MARAMUREŞ,"ŞCOALA NR. 1",130,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:18",1220,1211,0,8,1,412,406,0,5,1,401,11,1300,888,36,5,1,6,1,2,10,9,18,3,135,175,0
26,MARAMUREŞ,"ŞCOALA NR. 7",149,"ORAŞ BORŞA",106746,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 14:21:28",1342,1334,1,7,0,506,498,1,7,0,483,18,1580,1074,80,10,3,7,0,2,9,2,28,19,126,195,2
26,MARAMUREŞ,"ŞCOALA NR. 7",148,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:39:53",1158,1154,0,4,0,440,436,0,4,0,422,18,1300,860,58,15,2,10,1,2,11,3,10,25,149,136,0
26,MARAMUREŞ,"ŞCOALA NR. 8",132,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 17:33:23",1326,1315,2,5,4,552,542,1,5,4,531,21,1400,848,81,5,2,12,0,4,25,7,21,2,152,218,2
26,MARAMUREŞ,"ŞCOALA NR. 8",133,"ORAŞ BORŞA",106746,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 22:36:42",1353,1347,0,5,1,604,598,0,5,1,587,17,1600,996,88,11,0,12,0,1,23,5,21,5,216,204,1
26,MARAMUREŞ,"ŞCOALA NR. 9",134,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:09:00",1608,1593,2,11,2,618,605,0,11,2,604,14,1700,1082,49,8,4,8,2,4,14,4,15,8,243,243,2
26,MARAMUREŞ,"ŞCOALA NR. 9",135,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:58",1097,1085,2,8,2,427,417,0,8,2,418,9,1200,773,55,4,1,7,0,3,7,1,19,5,161,154,1
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",138,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:46:11",1069,1025,1,9,34,414,373,0,9,32,396,18,1100,686,44,6,1,13,0,4,12,4,8,7,176,121,0
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",136,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:52:43",1190,1174,3,10,3,517,504,0,10,3,503,14,1298,781,61,12,0,7,1,0,10,4,14,1,208,184,1
26,MARAMUREŞ,"ŞCOALA NR. 9 CORP B",137,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:51",798,789,1,8,0,315,307,0,8,0,306,9,900,585,39,5,0,11,0,1,11,5,8,3,126,96,1
26,MARAMUREŞ,"ȘCOALA PLOPȘOR",331,IEUD,108204,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:39:05",377,364,0,8,5,167,154,0,8,5,159,8,400,233,9,0,0,0,0,0,3,0,1,0,38,108,0
26,MARAMUREŞ,"ŞCOALA POIANA",143,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:25:36",1023,1015,1,5,2,399,392,0,5,2,389,10,1100,701,45,6,1,6,0,2,7,1,18,1,190,112,0
26,MARAMUREŞ,"ŞCOALA POIANA",142,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:03:37",985,968,5,6,6,432,417,3,6,6,427,5,1100,668,53,0,0,5,1,2,4,1,18,2,190,151,0
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",306,CUPŞENI,107920,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:56:28",948,938,1,4,5,546,536,1,4,5,535,11,1000,454,17,2,0,0,1,1,78,1,3,2,77,353,0
26,MARAMUREŞ,"ŞCOALA PRIMARĂ",415,"SUCIU DE SUS",109041,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:52:37",261,256,0,3,2,179,174,0,3,2,174,5,299,120,11,2,0,2,0,4,8,2,1,0,57,87,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",436,"VIMA MICĂ",109425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:42:38",52,42,0,8,2,43,33,0,8,2,42,1,70,27,2,0,0,0,0,0,2,0,0,1,20,17,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",443,"VIŞEU DE JOS",109504,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:10:02",1489,1462,2,5,20,854,828,1,5,20,818,35,1600,746,48,3,2,0,0,10,8,6,3,14,444,277,3
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",372,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:15",535,524,1,8,2,332,322,0,8,2,319,13,600,268,11,5,3,0,2,2,2,1,6,112,67,106,2
26,MARAMUREŞ,"ȘCOALA PRIMARĂ",211,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:37",269,249,0,12,8,149,129,0,12,8,146,3,300,151,9,2,1,0,0,0,1,0,1,1,20,111,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ BREBENI",272,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:43",174,163,0,10,1,112,101,0,10,1,102,8,200,88,6,0,1,1,1,1,30,0,0,2,20,40,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ FÎNAȚE",274,CERNEŞTI,107582,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:42:27",552,524,0,12,16,334,306,0,12,16,328,6,600,266,26,1,1,1,2,4,140,1,3,1,76,72,0
26,MARAMUREŞ,"ŞCOALA PRIMARĂ ÎNTRERÂURI",282,COAŞ,179837,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:11:50",77,65,0,10,2,61,49,0,10,2,58,3,100,39,1,0,0,0,0,0,2,0,0,2,8,45,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ MĂGURENI",275,CERNEŞTI,107582,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 16:24:30",176,165,0,8,3,134,123,0,8,3,127,7,200,66,8,0,0,0,4,0,25,1,6,1,24,58,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ PONORÂTA",302,COROIENI,107868,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 22:05:52",378,371,0,7,0,313,306,0,7,0,243,68,399,86,5,1,0,1,0,0,8,0,6,1,216,5,0
26,MARAMUREŞ,"ȘCOALA PRIMARĂ SI GRĂDINIȚA",359,"POIENILE DE SUB MUNTE",108473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:14:18",1096,1089,0,7,0,512,505,0,7,0,466,46,1200,688,55,2,1,1,3,1,16,0,29,2,132,223,1
26,MARAMUREŞ,"ŞCOALA PRIMARĂ VALEA SASULUI",262,BOTIZA,107485,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:11:46",285,267,0,7,11,188,170,0,7,11,181,4,300,112,31,2,0,3,1,0,8,5,0,0,35,96,0
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",357,"POIENILE DE SUB MUNTE",108473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:29:52",1186,1181,2,3,0,634,629,2,3,0,592,42,1300,666,48,1,11,3,3,3,11,3,72,3,259,173,2
26,MARAMUREŞ,"ȘCOALA PROFESIONALĂ",358,"POIENILE DE SUB MUNTE",108473,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:15:11",1105,1096,1,7,1,539,531,0,7,1,508,31,1200,661,40,0,2,2,7,3,13,0,51,8,180,202,0
26,MARAMUREŞ,"ŞCOALA REPEDEA",141,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:09",1049,1042,1,5,1,418,412,0,5,1,396,22,1100,682,14,4,0,0,0,1,9,1,9,1,285,72,0
26,MARAMUREŞ,"ŞCOALA REPEDEA",140,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:08",810,798,1,5,6,346,335,0,5,6,322,24,900,554,22,2,0,3,0,0,5,1,8,2,217,61,1
26,MARAMUREŞ,"ŞCOALA ROTUNDU",146,"ORAŞ BORŞA",106746,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:31:42",1152,1144,1,3,4,493,486,0,3,4,475,18,1300,807,122,6,1,5,0,3,4,14,22,1,135,162,0
26,MARAMUREŞ,"ŞCOALA ROTUNDU",147,"ORAŞ BORŞA",106746,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:23:36",1238,1230,1,7,0,535,528,0,7,0,523,12,1300,765,95,3,0,8,0,3,9,12,15,3,205,169,1
26,MARAMUREŞ,"ȘCOALA VAD",296,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:09:44",286,278,0,8,0,201,193,0,8,0,193,8,300,99,15,1,1,1,1,2,5,0,1,3,65,98,0
26,MARAMUREŞ,"ŞCOALA VALEA CARELOR",405,SĂCEL,108874,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:45:47",1276,1221,0,23,32,871,816,0,23,32,828,43,1400,529,171,8,3,7,3,17,31,5,38,4,302,239,0
26,MARAMUREŞ,"ȘCOALA „VALEA MUNTELUI”",243,BÂRSANA,107314,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:08:45",639,629,1,7,2,372,363,0,7,2,367,3,700,328,20,0,0,1,0,2,7,1,4,1,119,212,0
26,MARAMUREŞ,"SEDIUL GRĂDINIȚEI",264,BUDEŞTI,107519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:50",633,617,0,4,12,441,425,0,4,12,407,34,700,259,7,2,0,0,0,0,6,0,21,0,287,84,0
26,MARAMUREŞ,"SEDIUL PRIMĂRIEI",263,BUDEŞTI,107519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:28",1109,1090,2,0,17,718,700,1,0,17,693,25,1200,482,43,8,3,1,29,2,19,3,10,0,447,128,0
26,MARAMUREŞ,"UNIVERSITATEA „BABEȘ-BOLYAI”",91,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:31:36",1129,1121,1,7,0,355,348,0,7,0,340,15,1200,845,64,1,2,1,1,4,14,2,18,42,79,112,0
26,MARAMUREŞ,"UNIVERSITATEA „BABEȘ-BOLYAI”",92,"MUNICIPIUL SIGHETU MARMAŢIEI",106559,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:27:44",547,540,0,6,1,191,184,0,6,1,184,7,600,409,15,1,2,1,1,4,11,0,6,30,36,77,0
