precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POP DARIUS-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","OPRIŞ DUMITRU-CRISTIAN-FORȚA DREPTEI-voturi","POP NADIA-MARIA-PARTIDUL VERTICALA NOUĂ-voturi","CÎMPEAN CORNELIA-PARTIDUL PATRIOȚILOR-voturi","ROPAN MIHAI-PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PONDE ELENA-SIMONA-PARTIDUL ECOLOGIST ROMÂN-voturi","IVAN DAN-ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FILIP MARIANA-FLORENTINA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","IVAŞCO ALINA-PARTIDUL S.O.S. ROMÂNIA-voturi","PINTÉR ZSOLT-ISTVÁN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ŞTEŢCO GABRIEL-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ZETEA GABRIEL-VALER-PARTIDUL SOCIAL DEMOCRAT-voturi","MORARIU CĂLIN-TEODOR-PARTIDUL ALTERNATIVA DREAPTĂ-voturi"
26,MARAMUREŞ,"ADMINISTRAȚIA BAZELOR SPORTIVE",47,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 16:02:38",1390,1373,5,12,0,625,613,0,12,0,608,17,1500,875,28,21,72,1,4,13,91,6,5,40,147,173,7
26,MARAMUREŞ,"AGENȚIA DE PLĂȚI ȘI INTERVENȚIE PENTRU AGRICULTURĂ MARAMUREȘ",1,"MUNICIPIUL BAIA MARE",106318,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:07:58",1741,1711,16,14,0,917,903,0,14,0,903,14,1800,883,56,16,114,5,8,11,134,8,16,30,213,283,9
26,MARAMUREŞ,"ANSAMBLUL FOLCLORIC NAȚIONAL „TRANSILVANIA”",42,"MUNICIPIUL BAIA MARE",106318,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 23:39:32",1309,1286,12,11,0,567,556,0,11,0,556,8,1400,833,23,13,51,3,4,18,87,2,11,63,129,135,17
26,MARAMUREŞ,"BIBLIOTECA JUDEȚEANĂ „PETRE DULFU”",50,"MUNICIPIUL BAIA MARE",106318,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 13:01:56",1206,1195,1,9,1,623,613,0,9,1,609,14,1298,675,28,20,37,2,5,15,85,2,10,139,137,124,5
26,MARAMUREŞ,"CĂMIN CULTURAL",318,FĂRCAŞA,108106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:21:04",463,427,5,23,8,325,291,3,23,8,316,7,500,177,24,2,18,0,1,3,5,1,3,3,188,67,1
26,MARAMUREŞ,"CĂMIN CULTURAL",280,CICÂRLĂU,107662,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 10:47:19",1164,1137,1,26,0,616,590,0,26,0,594,22,1300,684,56,10,7,1,2,5,12,1,17,6,116,359,2
26,MARAMUREŞ,"CĂMIN CULTURAL",256,"BOGDAN VODĂ",107403,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:40:50",537,494,0,16,27,260,217,0,16,27,235,25,500,240,17,0,3,1,1,0,2,1,1,1,158,50,0
26,MARAMUREŞ,"CĂMIN CULTURAL",277,CICÂRLĂU,107662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:07",1928,1907,2,13,6,922,903,0,13,6,898,24,2080,1158,86,11,39,5,4,13,39,3,27,10,240,417,4
26,MARAMUREŞ,"CĂMIN CULTURAL",317,FĂRCAŞA,108106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:49:43",628,592,0,20,16,322,286,0,20,16,306,16,600,278,39,6,18,6,0,5,12,1,0,5,157,57,0
26,MARAMUREŞ,"CĂMIN CULTURAL",378,REMEŢI,108552,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:17:09",319,315,0,3,1,152,148,0,3,1,137,15,400,248,6,1,0,0,0,0,7,1,13,34,37,38,0
26,MARAMUREŞ,"CĂMIN CULTURAL",319,FĂRCAŞA,108106,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:07",932,876,0,41,15,522,466,0,41,15,504,18,1000,478,42,20,6,0,0,44,18,3,9,4,230,128,0
26,MARAMUREŞ,"CĂMIN CULTURAL",279,CICÂRLĂU,107662,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:33:32",396,386,1,9,0,214,205,0,9,0,194,20,400,186,18,1,2,1,0,1,3,0,9,0,22,136,1
26,MARAMUREŞ,"CAMINUL CULTURAL",269,"CÂMPULUNG LA TISA",107715,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 11:52:20",1213,1203,1,0,9,699,689,1,0,9,663,36,1300,601,27,2,2,1,1,3,2,3,13,365,155,89,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",268,CĂLINEŞTI,107546,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 13:29:40",1099,1076,0,7,16,696,673,0,7,16,659,37,1200,504,36,4,1,0,3,2,18,24,7,3,188,371,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",440,"VIMA MICĂ",109425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:18:11",217,201,0,9,7,161,145,0,9,7,159,2,250,89,2,0,0,0,0,1,2,3,0,1,77,73,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",429,"VALEA CHIOARULUI",109354,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:28:15",539,484,1,38,16,403,348,1,38,16,390,13,580,177,12,2,3,1,0,0,4,4,6,2,167,189,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",173,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:43",212,193,0,11,8,163,144,0,11,8,162,1,300,137,2,0,0,0,2,0,3,0,0,1,34,120,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",233,"BĂIŢA DE SUB CODRU",107118,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:46:00",285,252,0,29,4,235,202,0,29,4,215,16,300,65,15,0,2,0,1,3,36,1,10,1,52,87,7
26,MARAMUREŞ,"CĂMINUL CULTURAL",235,BĂIUŢ,107154,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:41:26",159,150,0,6,3,103,94,0,6,3,100,3,200,97,5,0,1,0,0,1,7,3,0,1,41,41,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",168,"ORAŞ ŞOMCUTA MARE",109176,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 23:27:21",621,607,2,8,4,375,363,0,8,4,359,16,700,325,23,1,3,0,1,2,28,0,6,5,62,226,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",229,ARINIŞ,107047,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:01:02",195,158,3,26,8,156,119,3,26,8,151,5,199,43,7,2,7,0,0,28,4,0,0,2,15,84,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",247,BICAZ,107234,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 14:05:40",239,214,0,12,13,174,149,0,12,13,168,6,300,126,11,0,0,1,0,0,8,1,0,0,51,94,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",373,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:20",365,347,2,10,6,212,195,1,10,6,210,2,400,188,8,11,1,1,0,0,7,0,2,1,77,102,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",374,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:36",287,272,0,11,4,225,210,0,11,4,219,6,300,75,12,29,0,0,0,0,2,1,1,2,83,87,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",288,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:11",582,562,2,8,10,292,274,0,8,10,278,14,600,308,33,3,4,0,1,1,19,0,7,2,143,62,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",245,BICAZ,107234,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:43:12",439,396,0,26,17,316,273,0,26,17,303,13,500,184,85,1,5,1,2,3,14,2,3,3,92,92,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",354,ONCEŞTI,179864,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:38:44",1258,1236,1,12,9,709,687,1,12,9,676,33,1400,691,84,7,2,0,0,3,13,2,13,3,142,405,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",182,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:54:35",603,593,3,7,0,289,282,0,7,0,277,12,699,410,27,16,15,0,2,8,22,0,8,13,115,51,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",400,SATULUNG,108712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:21",635,591,2,15,27,445,403,0,15,27,434,11,700,255,37,3,9,2,2,5,17,1,9,3,204,139,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",227,ARINIŞ,107047,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:04",582,536,0,27,19,412,366,0,27,19,400,12,600,188,35,3,16,0,1,23,10,0,5,54,69,184,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",437,"VIMA MICĂ",109425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:43:45",86,74,0,10,2,68,56,0,10,2,66,2,140,72,1,0,0,0,4,1,1,1,0,1,36,21,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",395,SATULUNG,108712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:58:53",256,172,0,75,9,216,132,0,75,9,212,4,250,34,15,0,10,1,0,2,10,4,3,4,11,148,4
26,MARAMUREŞ,"CĂMINUL CULTURAL",208,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:08:42",619,580,0,13,26,354,315,0,13,26,345,9,700,346,10,1,5,0,0,0,0,3,3,2,92,229,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",232,"BĂIŢA DE SUB CODRU",107118,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:36:01",1311,1196,0,92,23,1004,889,0,92,23,961,43,1294,290,36,4,13,4,0,8,3,32,14,1,422,418,6
26,MARAMUREŞ,"CĂMINUL CULTURAL",186,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:02:45",167,158,0,9,0,114,105,0,9,0,112,2,200,86,11,0,1,1,0,1,2,0,0,1,82,13,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",384,"RONA DE SUS",108632,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:08:24",1635,1595,0,4,36,834,795,0,4,35,791,43,1700,866,43,1,1,0,15,12,21,8,34,5,140,511,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",249,BISTRA,107270,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 18:06:18",1296,1286,0,10,0,663,653,0,10,0,582,81,1400,737,57,8,2,1,3,5,10,33,24,8,255,172,4
26,MARAMUREŞ,"CĂMINUL CULTURAL",406,SĂLSIG,108918,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:47:41",1448,1276,3,125,44,1125,955,1,125,44,1082,43,1400,275,39,6,26,1,5,9,22,3,12,10,365,580,4
26,MARAMUREŞ,"CĂMINUL CULTURAL",396,SATULUNG,108712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:42:09",612,582,0,23,7,397,367,0,23,7,392,5,700,303,40,10,18,1,1,0,17,4,7,2,80,210,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",441,"VIMA MICĂ",109425,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-13 18:12:57",349,320,0,16,13,232,203,0,16,13,222,10,380,148,81,9,3,0,1,5,13,3,1,1,27,78,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",228,ARINIŞ,107047,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 16:29:02",157,145,0,10,2,128,116,0,10,2,123,5,200,72,36,1,4,0,1,3,1,0,4,1,14,58,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",308,DESEŞTI,107975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:56",445,418,0,11,16,311,284,0,11,16,299,12,497,186,71,1,3,1,0,2,28,1,7,4,112,69,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",265,BUDEŞTI,107519,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:46",628,623,1,0,4,398,393,1,0,4,376,22,700,302,40,0,1,1,0,0,11,1,3,3,204,112,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",352,"OCNA ŞUGATAG",108400,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 17:05:36",245,239,0,5,1,168,162,0,5,1,153,9,300,132,8,1,1,0,0,15,4,1,1,1,50,71,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",209,"ORAŞ ULMENI",109265,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:48",213,195,0,11,7,141,123,0,11,7,138,3,300,159,4,5,0,0,0,0,3,0,1,0,19,104,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",398,SATULUNG,108712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:31:09",631,598,0,26,7,420,387,0,26,7,406,14,700,280,24,7,13,1,1,6,29,2,4,1,69,246,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",336,"MIREŞU MARE",108268,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:09",1158,1123,1,16,18,737,703,0,16,18,704,33,1300,563,48,5,31,0,1,8,11,4,18,7,233,337,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",289,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:17:53",70,64,0,6,0,48,42,0,6,0,45,3,100,52,0,0,2,0,0,0,5,0,0,1,32,5,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",295,COPALNIC-MĂNĂŞTUR,107733,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-14 14:54:39",219,213,0,6,0,162,156,0,6,0,157,5,300,138,9,1,3,0,0,1,55,0,3,6,48,30,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",287,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:19:05",286,283,0,3,0,197,194,0,3,0,192,5,300,103,19,0,2,0,0,1,7,0,6,5,81,71,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",307,DESEŞTI,107975,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:45:08",756,700,0,33,23,557,501,0,33,23,544,13,800,243,39,5,4,1,0,12,29,13,9,5,197,225,5
26,MARAMUREŞ,"CĂMINUL CULTURAL",385,"RONA DE SUS",108632,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 21:04:13",1505,1469,3,3,30,753,720,0,3,30,702,51,1600,847,42,1,2,1,8,15,24,1,22,9,117,460,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",397,SATULUNG,108712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:44:28",1022,993,0,29,0,694,665,0,29,0,650,44,1100,406,53,2,3,2,4,8,9,1,4,3,57,502,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",237,BĂSEŞTI,107190,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:57:39",498,441,0,38,19,355,298,0,38,19,339,16,500,145,63,4,2,3,3,3,18,1,4,1,136,101,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",285,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:42:36",793,778,0,7,8,506,491,0,7,8,492,14,800,294,36,2,4,0,0,3,39,4,7,16,293,88,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",321,GIULEŞTI,108151,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:00",1061,1027,0,4,30,642,608,0,4,30,626,16,1150,508,41,0,4,0,1,7,20,0,3,11,387,152,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",371,"REMETEA CHIOARULUI",108491,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:42:32",998,949,2,36,11,668,621,0,36,11,646,22,998,330,20,37,12,3,10,4,9,6,10,8,211,316,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",399,SATULUNG,108712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:20:22",677,649,1,17,10,425,397,1,17,10,393,32,700,275,58,5,9,3,4,3,28,1,5,3,102,164,8
26,MARAMUREŞ,"CĂMINUL CULTURAL",293,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:30",273,262,0,4,7,189,178,0,4,7,184,4,300,111,5,0,1,0,2,1,14,2,0,1,125,33,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",394,SATULUNG,108712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:38:56",1423,1314,4,68,37,897,791,1,68,37,859,38,1450,553,65,10,26,11,7,9,112,3,10,24,124,449,9
26,MARAMUREŞ,"CĂMINUL CULTURAL",291,COPALNIC-MĂNĂŞTUR,107733,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:20:30",704,701,0,0,3,383,380,0,0,3,367,16,800,417,24,1,3,1,4,1,20,4,8,3,193,104,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",240,BĂSEŞTI,107190,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:11:30",223,212,0,7,4,142,131,0,7,4,120,22,300,158,14,1,1,1,1,1,20,0,0,0,61,20,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",402,SĂCĂLĂŞENI,108794,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:11",747,695,0,21,31,513,471,0,21,21,507,6,750,237,44,0,15,0,1,7,9,2,3,11,239,175,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",434,"VALEA CHIOARULUI",109354,4,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 11:28:35",246,186,1,48,11,205,145,1,48,11,196,9,220,15,82,0,3,0,1,0,0,0,0,5,41,64,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",380,REPEDEA,108598,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 15:02:16",1748,1738,0,3,7,839,829,0,3,7,798,34,1800,961,84,51,2,1,1,10,19,3,30,1,150,443,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",351,"OCNA ŞUGATAG",108400,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:11",861,837,3,11,10,527,505,1,11,10,485,42,900,373,22,2,5,5,18,35,0,7,5,6,62,314,4
26,MARAMUREŞ,"CĂMINUL CULTURAL",435,"VIMA MICĂ",109425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:18",262,245,0,4,13,184,167,0,4,13,179,5,350,165,17,0,2,0,1,12,14,3,3,1,36,90,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",183,"ORAŞ TĂUŢII-MĂGHERĂUŞ",106461,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:33:54",319,311,1,7,0,194,187,0,7,0,187,7,400,206,13,10,16,0,1,4,15,2,3,6,74,40,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",170,"ORAŞ ŞOMCUTA MARE",109176,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:33:34",486,475,0,5,6,306,295,0,5,6,298,8,500,194,25,0,10,5,0,2,8,0,4,1,38,205,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",393,SARASĂU,106620,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:46:47",1104,1097,2,2,3,597,592,0,2,3,582,15,1200,603,33,3,3,2,0,106,23,4,12,0,56,339,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",320,GÂRDANI,179855,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:17:43",1159,1079,1,33,46,772,693,0,33,46,752,20,1200,428,33,6,17,1,0,3,29,2,10,0,181,468,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",392,SARASĂU,106620,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:20:18",1236,1223,2,0,11,680,667,2,0,11,653,24,1400,720,46,12,3,1,2,97,29,2,24,2,70,362,3
26,MARAMUREŞ,"CĂMINUL CULTURAL",231,"ASUAJU DE SUS",107083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:29:06",277,235,0,35,7,195,153,0,35,7,191,4,300,105,7,1,6,1,1,0,6,0,0,0,93,76,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",417,ŞIEU,179613,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:39:37",1245,1168,1,52,24,861,784,1,52,24,836,25,1300,439,61,5,1,0,9,0,0,5,33,1,487,233,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",439,"VIMA MICĂ",109425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:18",179,172,0,5,2,131,124,0,5,2,131,0,240,109,17,0,0,0,4,0,6,0,3,0,17,84,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",239,BĂSEŞTI,107190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:27",88,63,0,20,5,71,46,0,20,5,64,7,100,29,6,7,0,0,0,13,0,0,1,1,25,11,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",207,"ORAŞ ULMENI",109265,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:02:03",937,875,0,16,46,599,537,0,16,46,590,9,1000,401,13,7,4,0,0,1,3,1,4,232,29,294,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",267,CĂLINEŞTI,107546,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 18:36:04",358,347,0,6,5,198,187,0,6,5,195,3,400,202,21,0,1,0,0,2,5,4,1,0,80,81,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",403,SĂCĂLĂŞENI,108794,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:33:39",544,533,0,10,1,306,295,0,10,1,285,21,550,244,52,0,12,2,4,2,31,3,11,1,103,62,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",286,COPALNIC-MĂNĂŞTUR,107733,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:38",591,583,0,4,4,365,357,0,4,4,343,22,600,235,35,4,4,1,1,1,10,1,7,3,166,110,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",430,"VALEA CHIOARULUI",109354,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:14",268,206,0,52,10,224,162,0,52,10,213,11,300,76,13,1,2,0,0,0,8,2,2,0,96,88,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",300,COROIENI,107868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:30:41",171,158,0,4,9,107,94,0,4,9,106,1,200,93,4,0,0,0,5,0,4,0,0,2,49,42,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",292,COPALNIC-MĂNĂŞTUR,107733,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 19:20:54",392,378,1,9,4,259,246,0,9,4,253,5,399,140,28,4,6,3,4,1,21,2,4,1,97,82,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",284,COLTĂU,179846,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 20:56:23",486,482,1,2,1,283,280,0,2,1,273,10,500,217,10,1,12,1,20,2,17,2,7,136,34,29,2
26,MARAMUREŞ,"CĂMINUL CULTURAL",298,COROIENI,107868,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:50:33",349,339,0,2,8,242,232,0,2,8,231,11,400,158,8,0,0,0,16,1,21,0,1,1,136,47,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",236,BĂIUŢ,107154,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 19:21:15",489,476,0,7,6,267,254,0,7,6,255,12,500,233,15,1,6,0,2,10,14,1,6,35,59,106,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",174,"ORAŞ ŞOMCUTA MARE",109176,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:11",600,569,1,12,18,467,437,0,12,18,460,7,700,233,15,0,2,4,0,0,12,1,3,3,66,354,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",259,"BOIU MARE",107430,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:42",371,343,0,16,12,255,227,0,16,12,249,6,400,145,8,0,8,2,0,1,0,2,4,14,63,146,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",431,"VALEA CHIOARULUI",109354,3,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-12 12:26:22",82,51,0,28,3,65,34,0,28,3,61,4,100,35,3,0,2,0,0,0,8,0,1,1,11,35,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",438,"VIMA MICĂ",109425,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:51:10",40,30,0,8,2,29,19,0,8,2,29,0,70,41,2,0,0,0,0,0,1,0,0,0,10,16,0
26,MARAMUREŞ,"CĂMINUL CULTURAL",266,CĂLINEŞTI,107546,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:31",743,690,3,9,41,740,690,0,9,41,716,24,1300,560,35,10,1,2,6,2,35,1,8,5,334,276,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",154,"ORAŞ DRAGOMIREŞTI",108017,2,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-11 15:46:12",1354,1283,2,27,42,747,678,0,27,42,696,36,1400,668,47,10,2,4,1,2,17,0,9,6,236,361,1
26,MARAMUREŞ,"CĂMINUL CULTURAL",238,BĂSEŞTI,107190,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:16:15",329,285,0,22,22,242,198,0,22,22,238,4,400,158,40,8,1,1,0,1,11,1,1,1,125,47,1
26,MARAMUREŞ,"CĂMINUL CULTURAL ȘIȘEȘTI",419,ŞIŞEŞTI,109096,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:45",1304,1294,5,2,3,745,740,0,2,3,715,30,1400,655,53,14,7,2,4,16,46,1,11,4,429,124,4
