precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PINTILIE CORNELIU-voturi","MAFTIŢA VIORICA-voturi","CEOMEICĂ IOAN-voturi"
29,NEAMŢ,"GRADINITA CU PROGRAM NORMAL NEGULESTI,COMUNA PIATRA SOIMULUI",359,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:34:01",582,577,0,5,0,264,259,0,5,0,250,14,600,336,17,24,111,19,2,17,32,23,5
29,NEAMŢ,"SCOALA GIMNAZIALA,COMUNA PIATRA SOIMULUI",355,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:43",1563,1543,1,18,1,659,639,1,18,1,620,39,1700,1041,89,55,201,98,54,28,35,47,13
29,NEAMŢ,"SCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",357,"PIATRA ŞOIMULUI",123479,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:13:21",1123,1117,2,3,1,491,487,0,3,1,465,26,1200,709,37,42,209,37,4,34,42,51,9
29,NEAMŢ,"ŞCOALA GIMNAZIALA LUMINIS,COMUNA PIATRA SOIMULUI",358,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:41:56",986,981,0,3,2,449,444,0,3,2,434,15,1100,651,12,32,211,46,12,23,46,33,19
29,NEAMŢ,"SCOALA GIMNAZIALA POIENI,COMUNA PIATRA SOIMULUI",360,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:37:55",1111,1105,0,6,0,628,622,0,6,0,576,52,1200,572,30,119,270,88,9,6,9,21,24
29,NEAMŢ,"ŞCOALA PRIMARA,COMUNA PIATRA SOIMULUI",356,"PIATRA ŞOIMULUI",123479,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:31",1462,1446,6,8,2,634,624,0,8,2,603,31,1600,966,46,101,201,121,58,17,16,34,9
