precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
40,VÂLCEA,"CĂMIN CULTURAL GREBLEŞTI",189,CÂINENI,169119,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:03:40",579,536,0,37,6,371,328,0,37,6,356,15,600,229,228,62,8,21,3,34
40,VÂLCEA,"CĂMINUL CULTURAL ROBEȘTI",190,CÂINENI,169119,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:51:22",174,166,0,8,0,108,100,0,8,0,102,6,186,78,54,2,26,14,2,4
40,VÂLCEA,"ŞCOALA GIMNAZIALĂ CÎINENII MARI",188,CÂINENI,169119,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:16:29",640,599,1,31,9,362,321,1,31,9,341,21,660,298,232,12,3,83,6,5
40,VÂLCEA,"ŞCOALA PRIMARĂ CÎINENII MICI",187,CÂINENI,169119,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:48:59",497,472,0,11,14,278,253,0,11,14,265,13,520,242,169,29,7,44,4,12
