precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GHELDIU CLAUDIU-GABRIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOBE MIHAEL-PARTIDUL SOCIAL DEMOCRAT-voturi"
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.1 SEGARCEA-VALE",278,SEGARCEA-VALE,154184,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:18",746,726,0,9,11,481,461,0,9,11,452,29,800,319,230,222
36,TELEORMAN,"GRĂDINIŢA DE COPII CU PROGRAM NORMAL NR.3 OLTEANCA",279,SEGARCEA-VALE,154184,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:43:04",680,655,0,25,0,471,446,0,25,0,456,15,720,249,338,118
36,TELEORMAN,"LOCALUL ŞCOLII CU CLASELE I-VIII SEGARCEA DEAL",280,SEGARCEA-VALE,154184,1,PART,PRCNCT,P,P_SV,"2024-06-11 18:20:15",880,827,1,7,45,556,507,1,7,41,531,11,908,366,282,249
