precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BENEDEK-HUSZÁR JÁNOS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","DERZSI-RÁDULY KÁZMÉR-voturi"
15,COVASNA,"CĂMIN CULTURAL RACOŞUL DE SUS",74,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:35",748,734,3,3,8,355,344,0,3,8,341,14,800,445,236,105
15,COVASNA,"CĂMINUL CULTURAL BIBORŢENI",70,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:06",563,556,1,0,6,341,334,1,0,6,332,9,600,259,275,57
15,COVASNA,"CĂMINUL CULTURAL CĂPENI",72,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:33:44",813,806,1,0,6,405,399,0,0,6,395,10,900,495,246,149
15,COVASNA,"CASA DE CULTURĂ BARAOLT",67,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:09:21",1216,1190,2,7,17,599,575,0,7,17,583,16,1300,701,340,243
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CIMBORA”",69,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:43:58",1135,1128,2,4,1,575,570,0,4,1,555,19,1224,633,319,236
15,COVASNA,"PRIMĂRIA ORAŞULUI BARAOLT",66,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:15:18",1102,1092,1,4,5,475,466,0,4,5,445,30,1200,725,257,188
15,COVASNA,"ŞCOALA GIMNAZIALĂ GAÁL MÓZES BARAOLT",68,"ORAŞ BARAOLT",63447,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:17:53",1183,1176,1,6,0,599,593,0,6,0,582,11,1300,707,292,290
15,COVASNA,"ȘCOALA PRIMARĂ ”BUDAI JÓZSEF” BODOȘ",71,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:15:42",354,347,0,5,2,185,178,0,5,2,182,3,390,205,156,26
15,COVASNA,"ȘCOALA PRIMARĂ MICLOŞOARA",73,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:28",328,308,1,3,16,181,162,0,3,16,173,8,400,219,145,28
